Estacion;Fecha inicial;PM10
ZIPAQUIRA - URBANO;2024-02-27 06:59;52.55
ZIPAQUIRA - URBANO;2024-02-27 05:59;30.22
ZIPAQUIRA - URBANO;2024-02-27 04:59;24.79
ZIPAQUIRA - URBANO;2024-02-27 03:59;24.68
ZIPAQUIRA - URBANO;2024-02-27 02:59;19.8
ZIPAQUIRA - URBANO;2024-02-27 01:59;20.6
ZIPAQUIRA - URBANO;2024-02-27 00:59;23.58
ZIPAQUIRA - URBANO;2024-02-26 23:59;23.87
ZIPAQUIRA - URBANO;2024-02-26 22:59;25.07
ZIPAQUIRA - URBANO;2024-02-26 21:59;26.47
ZIPAQUIRA - URBANO;2024-02-26 20:59;22.98
ZIPAQUIRA - URBANO;2024-02-26 19:59;24.47
ZIPAQUIRA - URBANO;2024-02-26 18:59;22.13
ZIPAQUIRA - URBANO;2024-02-26 17:59;19.27
ZIPAQUIRA - URBANO;2024-02-26 16:59;13.61
ZIPAQUIRA - URBANO;2024-02-26 15:59;13.46
ZIPAQUIRA - URBANO;2024-02-26 14:59;14.15
ZIPAQUIRA - URBANO;2024-02-26 13:59;15.4
ZIPAQUIRA - URBANO;2024-02-26 12:59;14.56
ZIPAQUIRA - URBANO;2024-02-26 11:59;14.52
ZIPAQUIRA - URBANO;2024-02-26 10:59;15.15
ZIPAQUIRA - URBANO;2024-02-26 09:59;18.99
ZIPAQUIRA - URBANO;2024-02-26 08:59;25.29
ZIPAQUIRA - URBANO;2024-02-26 07:59;36.9
ZIPAQUIRA - URBANO;2024-02-26 06:59;39.02
ZIPAQUIRA - URBANO;2024-02-26 05:59;39.14
ZIPAQUIRA - URBANO;2024-02-26 04:59;25.62
ZIPAQUIRA - URBANO;2024-02-26 03:59;22.18
ZIPAQUIRA - URBANO;2024-02-26 02:59;18.31
ZIPAQUIRA - URBANO;2024-02-26 01:59;15.4
ZIPAQUIRA - URBANO;2024-02-26 00:59;15.05
ZIPAQUIRA - URBANO;2024-02-25 23:59;17.56
ZIPAQUIRA - URBANO;2024-02-25 22:59;21.58
ZIPAQUIRA - URBANO;2024-02-25 21:59;22.82
ZIPAQUIRA - URBANO;2024-02-25 20:59;17.07
ZIPAQUIRA - URBANO;2024-02-25 19:59;18.11
ZIPAQUIRA - URBANO;2024-02-25 18:59;15.21
ZIPAQUIRA - URBANO;2024-02-25 17:59;12.22
ZIPAQUIRA - URBANO;2024-02-25 16:59;13.22
ZIPAQUIRA - URBANO;2024-02-25 15:59;14.83
ZIPAQUIRA - URBANO;2024-02-25 14:59;12.81
ZIPAQUIRA - URBANO;2024-02-25 13:59;11.6
ZIPAQUIRA - URBANO;2024-02-25 12:59;11.05
ZIPAQUIRA - URBANO;2024-02-25 11:59;9.07
ZIPAQUIRA - URBANO;2024-02-25 10:59;9.08
ZIPAQUIRA - URBANO;2024-02-25 09:59;14.16
ZIPAQUIRA - URBANO;2024-02-25 08:59;23.77
ZIPAQUIRA - URBANO;2024-02-25 07:59;36.5
ZIPAQUIRA - URBANO;2024-02-25 06:59;38.72
ZIPAQUIRA - URBANO;2024-02-25 05:59;27.82
ZIPAQUIRA - URBANO;2024-02-25 04:59;26.36
ZIPAQUIRA - URBANO;2024-02-25 03:59;28.09
ZIPAQUIRA - URBANO;2024-02-25 02:59;26.63
ZIPAQUIRA - URBANO;2024-02-25 01:59;20.31
ZIPAQUIRA - URBANO;2024-02-25 00:59;18.33
ZIPAQUIRA - URBANO;2024-02-24 23:59;18.1
ZIPAQUIRA - URBANO;2024-02-24 22:59;17.01
ZIPAQUIRA - URBANO;2024-02-24 21:59;18.88
ZIPAQUIRA - URBANO;2024-02-24 20:59;17.62
ZIPAQUIRA - URBANO;2024-02-24 19:59;19.44
ZIPAQUIRA - URBANO;2024-02-24 18:59;15.93
ZIPAQUIRA - URBANO;2024-02-24 17:59;17.59
ZIPAQUIRA - URBANO;2024-02-24 16:59;14.74
ZIPAQUIRA - URBANO;2024-02-24 15:59;15.07
ZIPAQUIRA - URBANO;2024-02-24 14:59;16.46
ZIPAQUIRA - URBANO;2024-02-24 13:59;15.9
ZIPAQUIRA - URBANO;2024-02-24 12:59;12.74
ZIPAQUIRA - URBANO;2024-02-24 11:59;15.88
ZIPAQUIRA - URBANO;2024-02-24 10:59;17.34
ZIPAQUIRA - URBANO;2024-02-24 09:59;20.07
ZIPAQUIRA - URBANO;2024-02-24 08:59;31.02
ZIPAQUIRA - URBANO;2024-02-24 07:59;42.53
ZIPAQUIRA - URBANO;2024-02-24 06:59;56.09
ZIPAQUIRA - URBANO;2024-02-24 05:59;29.42
ZIPAQUIRA - URBANO;2024-02-24 04:59;27.24
ZIPAQUIRA - URBANO;2024-02-24 03:59;29.28
ZIPAQUIRA - URBANO;2024-02-24 02:59;28.71
ZIPAQUIRA - URBANO;2024-02-24 01:59;30.41
ZIPAQUIRA - URBANO;2024-02-24 00:59;31.47
ZIPAQUIRA - URBANO;2024-02-23 23:59;30.47
ZIPAQUIRA - URBANO;2024-02-23 22:59;21.54
ZIPAQUIRA - URBANO;2024-02-23 21:59;25.54
ZIPAQUIRA - URBANO;2024-02-23 20:59;19.24
ZIPAQUIRA - URBANO;2024-02-23 19:59;24.65
ZIPAQUIRA - URBANO;2024-02-23 18:59;21.76
ZIPAQUIRA - URBANO;2024-02-23 17:59;15.54
ZIPAQUIRA - URBANO;2024-02-23 16:59;12.95
ZIPAQUIRA - URBANO;2024-02-23 15:59;11.47
ZIPAQUIRA - URBANO;2024-02-23 14:59;11.62
ZIPAQUIRA - URBANO;2024-02-23 13:59;14.31
ZIPAQUIRA - URBANO;2024-02-23 12:59;11.57
ZIPAQUIRA - URBANO;2024-02-23 11:59;9.95
ZIPAQUIRA - URBANO;2024-02-23 10:59;11.44
ZIPAQUIRA - URBANO;2024-02-23 09:59;15.7
ZIPAQUIRA - URBANO;2024-02-23 08:59;27.01
ZIPAQUIRA - URBANO;2024-02-23 07:59;49.41
ZIPAQUIRA - URBANO;2024-02-23 06:59;67.51
ZIPAQUIRA - URBANO;2024-02-23 05:59;31.29
ZIPAQUIRA - URBANO;2024-02-23 04:59;16.25
ZIPAQUIRA - URBANO;2024-02-23 03:59;7.8
ZIPAQUIRA - URBANO;2024-02-23 02:59;7.39
ZIPAQUIRA - URBANO;2024-02-23 01:59;8.28
ZIPAQUIRA - URBANO;2024-02-23 00:59;8.04
ZIPAQUIRA - URBANO;2024-02-22 23:59;8.38
ZIPAQUIRA - URBANO;2024-02-22 22:59;9.31
ZIPAQUIRA - URBANO;2024-02-22 21:59;9.63
ZIPAQUIRA - URBANO;2024-02-22 20:59;8.42
ZIPAQUIRA - URBANO;2024-02-22 19:59;14.01
ZIPAQUIRA - URBANO;2024-02-22 18:59;13.15
ZIPAQUIRA - URBANO;2024-02-22 17:59;5.24
ZIPAQUIRA - URBANO;2024-02-22 16:59;5.85
ZIPAQUIRA - URBANO;2024-02-22 15:59;5.04
ZIPAQUIRA - URBANO;2024-02-22 14:59;5.47
ZIPAQUIRA - URBANO;2024-02-22 13:59;4.55
ZIPAQUIRA - URBANO;2024-02-22 12:59;4.29
ZIPAQUIRA - URBANO;2024-02-22 11:59;3.76
ZIPAQUIRA - URBANO;2024-02-22 10:59;5.04
ZIPAQUIRA - URBANO;2024-02-22 09:59;17.13
ZIPAQUIRA - URBANO;2024-02-22 08:59;42.38
ZIPAQUIRA - URBANO;2024-02-22 07:59;57.34
ZIPAQUIRA - URBANO;2024-02-22 06:59;72.09
ZIPAQUIRA - URBANO;2024-02-22 05:59;72.0
ZIPAQUIRA - URBANO;2024-02-22 04:59;43.56
ZIPAQUIRA - URBANO;2024-02-22 03:59;26.47
ZIPAQUIRA - URBANO;2024-02-22 02:59;26.09
ZIPAQUIRA - URBANO;2024-02-22 01:59;31.88
ZIPAQUIRA - URBANO;2024-02-22 00:59;18.52
ZIPAQUIRA - URBANO;2024-02-21 23:59;22.88
ZIPAQUIRA - URBANO;2024-02-21 22:59;40.18
ZIPAQUIRA - URBANO;2024-02-21 21:59;20.33
ZIPAQUIRA - URBANO;2024-02-21 20:59;12.13
ZIPAQUIRA - URBANO;2024-02-21 19:59;14.19
ZIPAQUIRA - URBANO;2024-02-21 18:59;13.19
ZIPAQUIRA - URBANO;2024-02-21 17:59;11.94
ZIPAQUIRA - URBANO;2024-02-21 16:59;8.88
ZIPAQUIRA - URBANO;2024-02-21 15:59;8.86
ZIPAQUIRA - URBANO;2024-02-21 14:59;8.74
ZIPAQUIRA - URBANO;2024-02-21 13:59;8.72
ZIPAQUIRA - URBANO;2024-02-21 12:59;7.84
ZIPAQUIRA - URBANO;2024-02-21 11:59;8.9
ZIPAQUIRA - URBANO;2024-02-21 10:59;7.2
ZIPAQUIRA - URBANO;2024-02-21 09:59;21.91
ZIPAQUIRA - URBANO;2024-02-21 08:59;47.77
ZIPAQUIRA - URBANO;2024-02-21 07:59;59.96
ZIPAQUIRA - URBANO;2024-02-21 06:59;81.76
ZIPAQUIRA - URBANO;2024-02-21 05:59;68.01
ZIPAQUIRA - URBANO;2024-02-21 04:59;46.71
ZIPAQUIRA - URBANO;2024-02-21 03:59;18.28
ZIPAQUIRA - URBANO;2024-02-21 02:59;16.07
ZIPAQUIRA - URBANO;2024-02-21 01:59;15.62
ZIPAQUIRA - URBANO;2024-02-21 00:59;16.63
ZIPAQUIRA - URBANO;2024-02-20 23:59;17.16
ZIPAQUIRA - URBANO;2024-02-20 22:59;8.12
ZIPAQUIRA - URBANO;2024-02-20 21:59;8.98
ZIPAQUIRA - URBANO;2024-02-20 20:59;11.11
ZIPAQUIRA - URBANO;2024-02-20 19:59;8.89
ZIPAQUIRA - URBANO;2024-02-20 18:59;8.54
ZIPAQUIRA - URBANO;2024-02-20 17:59;10.66
ZIPAQUIRA - URBANO;2024-02-20 16:59;7.37
ZIPAQUIRA - URBANO;2024-02-20 15:59;7.87
ZIPAQUIRA - URBANO;2024-02-20 14:59;8.18
ZIPAQUIRA - URBANO;2024-02-20 13:59;11.81
ZIPAQUIRA - URBANO;2024-02-20 12:59;12.33
ZIPAQUIRA - URBANO;2024-02-20 11:59;13.13
ZIPAQUIRA - URBANO;2024-02-20 10:59;21.61
ZIPAQUIRA - URBANO;2024-02-20 09:59;27.17
ZIPAQUIRA - URBANO;2024-02-20 08:59;23.39
ZIPAQUIRA - URBANO;2024-02-20 07:59;41.02
ZIPAQUIRA - URBANO;2024-02-20 06:59;60.71
ZIPAQUIRA - URBANO;2024-02-20 05:59;44.38
ZIPAQUIRA - URBANO;2024-02-20 04:59;37.42
ZIPAQUIRA - URBANO;2024-02-20 03:59;21.11
ZIPAQUIRA - URBANO;2024-02-20 02:59;17.41
ZIPAQUIRA - URBANO;2024-02-20 01:59;13.94
ZIPAQUIRA - URBANO;2024-02-20 00:59;12.88
ZIPAQUIRA - URBANO;2024-02-19 23:59;16.48
ZIPAQUIRA - URBANO;2024-02-19 22:59;11.93
ZIPAQUIRA - URBANO;2024-02-19 21:59;10.91
ZIPAQUIRA - URBANO;2024-02-19 20:59;10.97
ZIPAQUIRA - URBANO;2024-02-19 19:59;13.34
ZIPAQUIRA - URBANO;2024-02-19 18:59;10.94
ZIPAQUIRA - URBANO;2024-02-19 17:59;10.1
ZIPAQUIRA - URBANO;2024-02-19 15:59;12.23
ZIPAQUIRA - URBANO;2024-02-19 14:59;11.69
ZIPAQUIRA - URBANO;2024-02-19 13:59;13.6
ZIPAQUIRA - URBANO;2024-02-19 12:59;14.32
ZIPAQUIRA - URBANO;2024-02-19 11:59;16.68
ZIPAQUIRA - URBANO;2024-02-19 10:59;18.3
ZIPAQUIRA - URBANO;2024-02-19 09:59;19.36
ZIPAQUIRA - URBANO;2024-02-19 08:59;37.9
ZIPAQUIRA - URBANO;2024-02-19 07:59;63.31
ZIPAQUIRA - URBANO;2024-02-19 06:59;89.49
ZIPAQUIRA - URBANO;2024-02-19 05:59;52.11
ZIPAQUIRA - URBANO;2024-02-19 04:59;36.62
ZIPAQUIRA - URBANO;2024-02-19 03:59;22.49
ZIPAQUIRA - URBANO;2024-02-19 02:59;19.66
ZIPAQUIRA - URBANO;2024-02-19 01:59;20.19
ZIPAQUIRA - URBANO;2024-02-19 00:59;13.29
ZIPAQUIRA - URBANO;2024-02-18 23:59;11.48
ZIPAQUIRA - URBANO;2024-02-18 22:59;16.58
ZIPAQUIRA - URBANO;2024-02-18 21:59;15.99
ZIPAQUIRA - URBANO;2024-02-18 20:59;16.25
ZIPAQUIRA - URBANO;2024-02-18 19:59;15.33
ZIPAQUIRA - URBANO;2024-02-18 18:59;13.95
ZIPAQUIRA - URBANO;2024-02-18 17:59;13.73
ZIPAQUIRA - URBANO;2024-02-18 16:59;11.15
ZIPAQUIRA - URBANO;2024-02-18 15:59;8.36
ZIPAQUIRA - URBANO;2024-02-18 14:59;8.4
ZIPAQUIRA - URBANO;2024-02-18 13:59;7.89
ZIPAQUIRA - URBANO;2024-02-18 12:59;7.95
ZIPAQUIRA - URBANO;2024-02-18 11:59;7.43
ZIPAQUIRA - URBANO;2024-02-18 10:59;7.71
ZIPAQUIRA - URBANO;2024-02-18 09:59;9.46
ZIPAQUIRA - URBANO;2024-02-18 08:59;23.13
ZIPAQUIRA - URBANO;2024-02-18 07:59;24.2
ZIPAQUIRA - URBANO;2024-02-18 06:59;27.78
ZIPAQUIRA - URBANO;2024-02-18 05:59;28.66
ZIPAQUIRA - URBANO;2024-02-18 04:59;26.85
ZIPAQUIRA - URBANO;2024-02-18 03:59;25.15
ZIPAQUIRA - URBANO;2024-02-18 02:59;23.85
ZIPAQUIRA - URBANO;2024-02-18 01:59;12.26
ZIPAQUIRA - URBANO;2024-02-18 00:59;9.7
ZIPAQUIRA - URBANO;2024-02-17 23:59;13.35
ZIPAQUIRA - URBANO;2024-02-17 22:59;17.84
ZIPAQUIRA - URBANO;2024-02-17 21:59;7.93
ZIPAQUIRA - URBANO;2024-02-17 20:59;10.97
ZIPAQUIRA - URBANO;2024-02-17 19:59;16.85
ZIPAQUIRA - URBANO;2024-02-17 18:59;14.89
ZIPAQUIRA - URBANO;2024-02-17 17:59;13.89
ZIPAQUIRA - URBANO;2024-02-17 16:59;8.64
ZIPAQUIRA - URBANO;2024-02-17 15:59;10.91
ZIPAQUIRA - URBANO;2024-02-17 14:59;12.63
ZIPAQUIRA - URBANO;2024-02-17 13:59;10.64
ZIPAQUIRA - URBANO;2024-02-17 12:59;8.99
ZIPAQUIRA - URBANO;2024-02-17 11:59;11.46
ZIPAQUIRA - URBANO;2024-02-17 10:59;16.97
ZIPAQUIRA - URBANO;2024-02-17 09:59;16.13
ZIPAQUIRA - URBANO;2024-02-17 08:59;16.95
ZIPAQUIRA - URBANO;2024-02-17 07:59;15.76
ZIPAQUIRA - URBANO;2024-02-17 06:59;12.23
ZIPAQUIRA - URBANO;2024-02-17 05:59;17.95
ZIPAQUIRA - URBANO;2024-02-17 04:59;8.48
ZIPAQUIRA - URBANO;2024-02-17 03:59;8.18
ZIPAQUIRA - URBANO;2024-02-17 02:59;7.68
ZIPAQUIRA - URBANO;2024-02-17 01:59;5.49
ZIPAQUIRA - URBANO;2024-02-17 00:59;7.92
ZIPAQUIRA - URBANO;2024-02-16 23:59;11.39
ZIPAQUIRA - URBANO;2024-02-16 22:59;7.09
ZIPAQUIRA - URBANO;2024-02-16 21:59;6.59
ZIPAQUIRA - URBANO;2024-02-16 20:59;7.93
ZIPAQUIRA - URBANO;2024-02-16 19:59;10.31
ZIPAQUIRA - URBANO;2024-02-16 18:59;9.15
ZIPAQUIRA - URBANO;2024-02-16 17:59;12.74
ZIPAQUIRA - URBANO;2024-02-16 16:59;10.59
ZIPAQUIRA - URBANO;2024-02-16 15:59;12.73
ZIPAQUIRA - URBANO;2024-02-16 14:59;16.31
ZIPAQUIRA - URBANO;2024-02-16 13:59;9.55
ZIPAQUIRA - URBANO;2024-02-16 11:59;11.45
ZIPAQUIRA - URBANO;2024-02-16 10:59;14.19
ZIPAQUIRA - URBANO;2024-02-16 09:59;17.85
ZIPAQUIRA - URBANO;2024-02-16 08:59;16.86
ZIPAQUIRA - URBANO;2024-02-16 07:59;21.65
ZIPAQUIRA - URBANO;2024-02-16 06:59;25.14
ZIPAQUIRA - URBANO;2024-02-16 05:59;27.0
ZIPAQUIRA - URBANO;2024-02-16 04:59;29.27
ZIPAQUIRA - URBANO;2024-02-16 03:59;21.94
ZIPAQUIRA - URBANO;2024-02-16 02:59;13.7
ZIPAQUIRA - URBANO;2024-02-16 01:59;11.11
ZIPAQUIRA - URBANO;2024-02-16 00:59;7.55
ZIPAQUIRA - URBANO;2024-02-15 23:59;13.15
ZIPAQUIRA - URBANO;2024-02-15 22:59;18.92
ZIPAQUIRA - URBANO;2024-02-15 21:59;17.63
ZIPAQUIRA - URBANO;2024-02-15 20:59;17.97
ZIPAQUIRA - URBANO;2024-02-15 19:59;19.9
ZIPAQUIRA - URBANO;2024-02-15 18:59;19.64
ZIPAQUIRA - URBANO;2024-02-15 17:59;21.38
ZIPAQUIRA - URBANO;2024-02-15 16:59;20.66
ZIPAQUIRA - URBANO;2024-02-15 15:59;15.08
ZIPAQUIRA - URBANO;2024-02-15 14:59;13.91
ZIPAQUIRA - URBANO;2024-02-15 13:59;12.56
ZIPAQUIRA - URBANO;2024-02-15 12:59;12.96
ZIPAQUIRA - URBANO;2024-02-15 11:59;17.73
ZIPAQUIRA - URBANO;2024-02-15 10:59;19.77
ZIPAQUIRA - URBANO;2024-02-15 09:59;18.13
ZIPAQUIRA - URBANO;2024-02-15 08:59;20.37
ZIPAQUIRA - URBANO;2024-02-15 07:59;21.78
ZIPAQUIRA - URBANO;2024-02-15 06:59;34.37
ZIPAQUIRA - URBANO;2024-02-15 05:59;41.64
ZIPAQUIRA - URBANO;2024-02-15 04:59;27.63
ZIPAQUIRA - URBANO;2024-02-15 03:59;24.95
ZIPAQUIRA - URBANO;2024-02-15 02:59;26.2
ZIPAQUIRA - URBANO;2024-02-15 01:59;23.56
ZIPAQUIRA - URBANO;2024-02-15 00:59;20.51
ZIPAQUIRA - URBANO;2024-02-14 23:59;24.2
ZIPAQUIRA - URBANO;2024-02-14 22:59;24.43
ZIPAQUIRA - URBANO;2024-02-14 21:59;34.01
ZIPAQUIRA - URBANO;2024-02-14 20:59;36.43
ZIPAQUIRA - URBANO;2024-02-14 19:59;40.28
ZIPAQUIRA - URBANO;2024-02-14 18:59;23.9
ZIPAQUIRA - URBANO;2024-02-14 17:59;24.55
ZIPAQUIRA - URBANO;2024-02-14 16:59;23.16
ZIPAQUIRA - URBANO;2024-02-14 15:59;22.27
ZIPAQUIRA - URBANO;2024-02-14 14:59;18.52
ZIPAQUIRA - URBANO;2024-02-14 13:59;21.3
ZIPAQUIRA - URBANO;2024-02-14 12:59;14.35
ZIPAQUIRA - URBANO;2024-02-14 11:59;11.36
ZIPAQUIRA - URBANO;2024-02-14 10:59;13.53
ZIPAQUIRA - URBANO;2024-02-14 09:59;9.63
ZIPAQUIRA - URBANO;2024-02-14 08:59;12.32
ZIPAQUIRA - URBANO;2024-02-14 07:59;29.49
ZIPAQUIRA - URBANO;2024-02-14 06:59;31.72
ZIPAQUIRA - URBANO;2024-02-14 05:59;29.7
ZIPAQUIRA - URBANO;2024-02-14 04:59;26.31
ZIPAQUIRA - URBANO;2024-02-14 03:59;25.34
ZIPAQUIRA - URBANO;2024-02-14 02:59;21.45
ZIPAQUIRA - URBANO;2024-02-14 01:59;19.19
ZIPAQUIRA - URBANO;2024-02-14 00:59;23.9
ZIPAQUIRA - URBANO;2024-02-13 23:59;21.54
ZIPAQUIRA - URBANO;2024-02-13 22:59;21.59
ZIPAQUIRA - URBANO;2024-02-13 21:59;18.44
ZIPAQUIRA - URBANO;2024-02-13 20:59;21.51
ZIPAQUIRA - URBANO;2024-02-13 19:59;19.98
ZIPAQUIRA - URBANO;2024-02-13 18:59;22.25
ZIPAQUIRA - URBANO;2024-02-13 17:59;26.16
ZIPAQUIRA - URBANO;2024-02-13 16:59;18.18
ZIPAQUIRA - URBANO;2024-02-13 15:59;14.61
ZIPAQUIRA - URBANO;2024-02-13 14:59;15.45
ZIPAQUIRA - URBANO;2024-02-13 13:59;12.95
ZIPAQUIRA - URBANO;2024-02-13 12:59;9.76
ZIPAQUIRA - URBANO;2024-02-13 11:59;12.18
ZIPAQUIRA - URBANO;2024-02-13 10:59;21.17
ZIPAQUIRA - URBANO;2024-02-13 09:59;26.25
ZIPAQUIRA - URBANO;2024-02-13 08:59;25.03
ZIPAQUIRA - URBANO;2024-02-13 07:59;63.64
ZIPAQUIRA - URBANO;2024-02-13 06:59;86.59
ZIPAQUIRA - URBANO;2024-02-13 05:59;75.29
ZIPAQUIRA - URBANO;2024-02-13 04:59;32.78
ZIPAQUIRA - URBANO;2024-02-13 03:59;39.45
ZIPAQUIRA - URBANO;2024-02-13 02:59;25.96
ZIPAQUIRA - URBANO;2024-02-13 01:59;26.24
ZIPAQUIRA - URBANO;2024-02-13 00:59;19.73
ZIPAQUIRA - URBANO;2024-02-12 23:59;16.07
ZIPAQUIRA - URBANO;2024-02-12 22:59;16.23
ZIPAQUIRA - URBANO;2024-02-12 21:59;17.39
ZIPAQUIRA - URBANO;2024-02-12 20:59;19.9
ZIPAQUIRA - URBANO;2024-02-12 19:59;18.97
ZIPAQUIRA - URBANO;2024-02-12 18:59;19.41
ZIPAQUIRA - URBANO;2024-02-12 17:59;17.43
ZIPAQUIRA - URBANO;2024-02-12 16:59;14.8
ZIPAQUIRA - URBANO;2024-02-12 15:59;9.44
ZIPAQUIRA - URBANO;2024-02-12 14:59;7.76
ZIPAQUIRA - URBANO;2024-02-12 13:59;7.44
ZIPAQUIRA - URBANO;2024-02-12 12:59;7.92
ZIPAQUIRA - URBANO;2024-02-12 11:59;8.85
ZIPAQUIRA - URBANO;2024-02-12 10:59;9.95
ZIPAQUIRA - URBANO;2024-02-12 09:59;12.11
ZIPAQUIRA - URBANO;2024-02-12 08:59;27.83
ZIPAQUIRA - URBANO;2024-02-12 07:59;58.95
ZIPAQUIRA - URBANO;2024-02-12 06:59;60.99
ZIPAQUIRA - URBANO;2024-02-12 05:59;40.05
ZIPAQUIRA - URBANO;2024-02-12 04:59;20.36
ZIPAQUIRA - URBANO;2024-02-12 03:59;17.52
ZIPAQUIRA - URBANO;2024-02-12 02:59;19.42
ZIPAQUIRA - URBANO;2024-02-12 01:59;14.84
ZIPAQUIRA - URBANO;2024-02-12 00:59;14.57
ZIPAQUIRA - URBANO;2024-02-11 23:59;13.78
ZIPAQUIRA - URBANO;2024-02-11 22:59;12.77
ZIPAQUIRA - URBANO;2024-02-11 21:59;12.82
ZIPAQUIRA - URBANO;2024-02-11 20:59;14.68
ZIPAQUIRA - URBANO;2024-02-11 19:59;10.88
ZIPAQUIRA - URBANO;2024-02-11 18:59;12.1
ZIPAQUIRA - URBANO;2024-02-11 17:59;13.04
ZIPAQUIRA - URBANO;2024-02-11 16:59;9.38
ZIPAQUIRA - URBANO;2024-02-11 15:59;4.82
ZIPAQUIRA - URBANO;2024-02-11 14:59;6.55
ZIPAQUIRA - URBANO;2024-02-11 13:59;4.99
ZIPAQUIRA - URBANO;2024-02-11 12:59;5.17
ZIPAQUIRA - URBANO;2024-02-11 11:59;4.93
ZIPAQUIRA - URBANO;2024-02-11 10:59;5.76
ZIPAQUIRA - URBANO;2024-02-11 09:59;6.86
ZIPAQUIRA - URBANO;2024-02-11 08:59;13.14
ZIPAQUIRA - URBANO;2024-02-11 07:59;31.43
ZIPAQUIRA - URBANO;2024-02-11 06:59;27.03
ZIPAQUIRA - URBANO;2024-02-11 05:59;19.95
ZIPAQUIRA - URBANO;2024-02-11 04:59;18.77
ZIPAQUIRA - URBANO;2024-02-11 03:59;16.71
ZIPAQUIRA - URBANO;2024-02-11 02:59;6.89
ZIPAQUIRA - URBANO;2024-02-11 01:59;10.89
ZIPAQUIRA - URBANO;2024-02-11 00:59;15.4
ZIPAQUIRA - URBANO;2024-02-10 23:59;6.99
ZIPAQUIRA - URBANO;2024-02-10 22:59;4.62
ZIPAQUIRA - URBANO;2024-02-10 21:59;8.84
ZIPAQUIRA - URBANO;2024-02-10 20:59;12.99
ZIPAQUIRA - URBANO;2024-02-10 19:59;11.63
ZIPAQUIRA - URBANO;2024-02-10 18:59;13.76
ZIPAQUIRA - URBANO;2024-02-10 17:59;10.63
ZIPAQUIRA - URBANO;2024-02-10 16:59;9.39
ZIPAQUIRA - URBANO;2024-02-10 15:59;8.03
ZIPAQUIRA - URBANO;2024-02-10 14:59;4.68
ZIPAQUIRA - URBANO;2024-02-10 13:59;7.89
ZIPAQUIRA - URBANO;2024-02-10 12:59;8.51
ZIPAQUIRA - URBANO;2024-02-10 11:59;10.04
ZIPAQUIRA - URBANO;2024-02-10 10:59;9.34
ZIPAQUIRA - URBANO;2024-02-10 09:59;12.75
ZIPAQUIRA - URBANO;2024-02-10 08:59;10.07
ZIPAQUIRA - URBANO;2024-02-10 07:59;11.56
ZIPAQUIRA - URBANO;2024-02-10 06:59;17.43
ZIPAQUIRA - URBANO;2024-02-10 05:59;15.58
ZIPAQUIRA - URBANO;2024-02-10 04:59;15.24
ZIPAQUIRA - URBANO;2024-02-10 03:59;12.01
ZIPAQUIRA - URBANO;2024-02-10 02:59;6.16
ZIPAQUIRA - URBANO;2024-02-10 01:59;6.97
ZIPAQUIRA - URBANO;2024-02-10 00:59;7.16
ZIPAQUIRA - URBANO;2024-02-09 23:59;6.8
ZIPAQUIRA - URBANO;2024-02-09 22:59;11.64
ZIPAQUIRA - URBANO;2024-02-09 21:59;8.97
ZIPAQUIRA - URBANO;2024-02-09 20:59;9.84
ZIPAQUIRA - URBANO;2024-02-09 19:59;12.62
ZIPAQUIRA - URBANO;2024-02-09 18:59;12.12
ZIPAQUIRA - URBANO;2024-02-09 17:59;11.61
ZIPAQUIRA - URBANO;2024-02-09 16:59;10.66
ZIPAQUIRA - URBANO;2024-02-09 15:59;9.69
ZIPAQUIRA - URBANO;2024-02-09 14:59;11.5
ZIPAQUIRA - URBANO;2024-02-09 13:59;6.37
ZIPAQUIRA - URBANO;2024-02-09 12:59;16.33
ZIPAQUIRA - URBANO;2024-02-09 11:59;15.61
ZIPAQUIRA - URBANO;2024-02-09 10:59;12.36
ZIPAQUIRA - URBANO;2024-02-09 09:59;11.49
ZIPAQUIRA - URBANO;2024-02-09 08:59;9.75
ZIPAQUIRA - URBANO;2024-02-09 07:59;11.11
ZIPAQUIRA - URBANO;2024-02-09 06:59;9.8
ZIPAQUIRA - URBANO;2024-02-09 05:59;9.99
ZIPAQUIRA - URBANO;2024-02-09 04:59;13.9
ZIPAQUIRA - URBANO;2024-02-09 03:59;19.64
ZIPAQUIRA - URBANO;2024-02-09 02:59;11.71
ZIPAQUIRA - URBANO;2024-02-09 01:59;17.49
ZIPAQUIRA - URBANO;2024-02-09 00:59;14.86
ZIPAQUIRA - URBANO;2024-02-08 23:59;13.66
ZIPAQUIRA - URBANO;2024-02-08 22:59;16.85
ZIPAQUIRA - URBANO;2024-02-08 21:59;24.68
ZIPAQUIRA - URBANO;2024-02-08 20:59;14.64
ZIPAQUIRA - URBANO;2024-02-08 19:59;22.91
ZIPAQUIRA - URBANO;2024-02-08 18:59;19.91
ZIPAQUIRA - URBANO;2024-02-08 17:59;18.9
ZIPAQUIRA - URBANO;2024-02-08 16:59;10.9
ZIPAQUIRA - URBANO;2024-02-08 15:59;11.86
ZIPAQUIRA - URBANO;2024-02-08 14:59;11.51
ZIPAQUIRA - URBANO;2024-02-08 13:59;13.36
ZIPAQUIRA - URBANO;2024-02-08 12:59;12.6
ZIPAQUIRA - URBANO;2024-02-08 11:59;10.61
ZIPAQUIRA - URBANO;2024-02-08 10:59;14.4
