fecha;PM10;CO;OZONO;NO;NO2;NOX;SO2;Vel Viento 10M;Dir Viento 10M;Temperatura;Precipitacion;PM2.5;HR;BBP;Presion Baro;BC
6/02/2024 12:00;26;0,29;13,9;3,7;5,7;9,4;0;1,1;256;20,8;0;4;50,95;0;565;0
6/02/2024 13:00;42;0,55;4,3;28,7;20,2;48,9;0;1,6;158;15,9;5,7;17;66,3;0;564;0
6/02/2024 14:00;26;0,38;3;10,6;17;27,6;0;0,9;295;14,3;7,7;5;82,03;0;564;0
6/02/2024 15:00;21;0,34;3,4;12,8;15,4;28,2;0;2,4;342;14;2,6;9;85,18;0;563;0
6/02/2024 16:00;16;0,28;4,3;11,6;13,7;25,4;0;2,3;338;14,9;0,1;6;83,33;0;563;0
6/02/2024 17:00;16;0,26;3,9;6,3;13,7;20;0;1;303;14,8;0,1;10;80,07;0;563;0
6/02/2024 18:00;25;0,53;1,7;26,1;17,7;43,8;0;0,6;211;14,4;0,6;13;82,08;0;564;0
6/02/2024 19:00;23;0,91;0,1;33,9;24,4;58,3;0;1;189;14;0,7;13;83,94;0;564;0
6/02/2024 20:00;32;1,32;0,1;60;26,7;86,7;0;0,8;186;13,6;0,3;21;84,87;0;564;0
6/02/2024 21:00;26;1,23;0;66,5;22,8;89,3;0;0,6;323;13,2;0,1;20;85,09;0;565;0
6/02/2024 22:00;33;1,28;0;104,2;16,9;121,1;0;0,6;27;13;0;20;85,84;0;565;0
6/02/2024 23:00;29;0,76;0,5;56,1;15,9;72,1;0;1,2;23;12,8;0,1;13;86,24;0;565;0
7/02/2024 0:00;12;0,3;3,7;10,9;9,7;20,6;0;1,1;101;12,8;0;8;85,03;0;565;0
7/02/2024 1:00;11;0,18;4,3;2,9;5,7;8,6;0;0,8;107;12,9;0;6;83,79;0;565;0
7/02/2024 2:00;16;0,29;0,7;8,2;11,5;19,6;0;0,6;309;13;0;8;83,9;0;565;0
7/02/2024 3:00;16;0,23;1,5;4,4;8,9;13,3;0;0,4;266;13;0;6;83,03;0;564;0
7/02/2024 4:00;19;0,23;1,3;13,6;10,8;24,4;0;0,7;109;12,9;0;4;82,47;0;565;0
7/02/2024 5:00;18;0,2;2;11,9;10,9;22,7;0;0,9;250;12,9;0;3;79,86;0;564;0
7/02/2024 6:00;18;0,24;1,2;8;10,4;18,4;0;0,4;297;12,4;0;6;80,3;0;565;0
7/02/2024 7:00;20;0,35;0,7;18,6;10,2;28,8;0;0,7;285;12;0;11;83,84;0;565;0
7/02/2024 8:00;26;0,48;4,2;24,9;10,2;35;0;1;8;15,8;0;9;79,27;0;566;0
7/02/2024 9:00;13;0,32;7,1;12,9;6,3;19,2;0;1,6;81;18,8;0;5;64,22;0;566;0
7/02/2024 10:00;15;0,21;10,7;4;1,6;5,6;0;1,6;124;20,4;0;4;54,86;0;566;0
7/02/2024 11:00;16;0,21;11,7;3,2;1,7;4,9;0;1,7;186;21,7;0;6;50,27;0;565;0
7/02/2024 12:00;22;0,25;12,5;2,5;3,6;6,1;0;1,3;241;21,1;0;5;47,12;0;565;0
7/02/2024 13:00;30;0,28;11,4;5,5;6,8;12,3;0;1,9;208;20,6;0;5;50,35;0;565;0
7/02/2024 14:00;39;0,3;19,1;2;7,1;9,1;0;2,4;267;19,4;0;16;59,47;0;564;0
7/02/2024 15:00;53;0,5;9,4;8,9;23,1;32,1;0;1;283;18,8;0,8;21;64,18;0;564;0
7/02/2024 16:00;31;0,33;10,8;2,5;13,3;15,8;0;1,4;280;15,4;7,8;12;72,68;0;564;0
7/02/2024 17:00;19;0,42;7,1;12,7;16,4;29,1;0;1,2;283;14;1,3;8;81,06;0;564;0
7/02/2024 18:00;20;0,65;2,9;19,7;22,9;42,6;0;0,8;322;13,7;0;13;82,68;0;564;0
7/02/2024 19:00;24;0,64;1,2;13,8;21,6;35,4;0;0,6;286;13,3;0;14;83,65;0;564;0
7/02/2024 20:00;25;0,64;0,1;18,9;21,4;40,2;0;0,6;229;13,5;0,1;14;85,47;0;564;0
7/02/2024 21:00;26;0,43;0,6;16,7;16,4;33,1;0;0,6;97;13,9;0;16;84,41;0;565;0
7/02/2024 22:00;36;0,71;0;30,6;15,6;46,2;0;0,5;258;12,5;0;16;83,81;0;565;0
7/02/2024 23:00;33;0,76;0,2;32,8;14,6;47,4;0;0,4;289;11,5;0;13;84,8;0;566;0
8/02/2024 0:00;62;1,07;0;90,3;11,8;102,2;0;0,6;300;10,9;0;16;85,74;0;566;0
8/02/2024 1:00;52;1,17;0,1;175,8;8,7;184,4;0;0,6;316;10,1;0;27;85,86;0;565;0
8/02/2024 2:00;37;0,89;0,1;117,7;8,7;126,4;0;0,6;294;9,6;0;22;86,09;0;565;0
8/02/2024 3:00;29;0,73;0,2;107,5;7,4;114,9;0;0,6;338;8,9;0;12;85,95;0;565;0
8/02/2024 4:00;36;0,63;0;126;8,1;134,1;0;0,7;311;8,9;0;17;86,43;0;564;0
8/02/2024 5:00;42;0,48;0,1;75,8;9,6;85,4;0;0,6;337;9,4;0;17;87,02;0;564;0
8/02/2024 6:00;23;0,39;0;49;10,6;59,6;0;0,8;337;9,2;0;22;86,85;0;564;0
8/02/2024 7:00;34;0,58;0,2;63,3;11;74,3;0;0,9;300;8,9;0,1;18;86,73;0;565;0
8/02/2024 8:00;56;1,03;0,6;120,2;13,3;133,5;0;1;329;11,5;0;38;87,96;0;565;0
8/02/2024 9:00;45;0,72;2,7;60,8;13,8;74,6;0;1,5;344;16,9;0;25;81,37;0;565;0
8/02/2024 10:00;30;0;0;0;0;0;0;2,1;347;19,2;0;14;62,67;0;566;0
8/02/2024 11:00;26;0;0;0;0;0;0;1,8;330;18,9;0;10;55,94;0;565;0
8/02/2024 12:00;23;0;0;0;0;0;0;1,6;101;18,6;0;7;57,17;0;565;0
8/02/2024 13:00;18;0,28;8,9;5,1;4,3;9,4;0;1,5;104;20,3;0;5;54,2;0;564;0
8/02/2024 14:00;25;0,25;10,1;3,1;4,5;7,7;0;1,9;304;18,7;0;7;57,25;0;564;0
8/02/2024 15:00;18;0,24;9,8;1,2;6,5;7,7;0;1,1;284;17;0,2;10;69,54;0;563;0
8/02/2024 16:00;29;0,25;13,2;1,8;4,7;6,4;0;1,5;273;18,7;0;14;66,28;0;563;0
8/02/2024 17:00;48;0,35;12,2;2,4;14,2;16,6;0;1,2;234;17,6;0;24;69,1;0;563;0
8/02/2024 18:00;45;0,38;11,8;2,8;14,6;17,5;0;0,9;254;16,9;0;28;71,24;0;564;0
8/02/2024 19:00;37;0,45;6,1;0,8;19,4;20,1;0;0,6;274;15,3;0;25;75,72;0;564;0
8/02/2024 20:00;47;0,59;2,5;2,4;24,5;26,9;0;0,5;305;15;0;24;79,15;0;564;0
8/02/2024 21:00;41;0,46;1,7;0,8;20,7;21,5;0;0,5;315;14,1;0;14;77,95;0;565;0
8/02/2024 22:00;41;0,54;0,3;7,9;20,3;28,2;0;0,5;312;12,9;0;17;80,91;0;565;0
8/02/2024 23:00;49;0,79;0;53;17,8;70,8;0;0,6;333;13,2;0;22;83,92;0;565;0
9/02/2024 0:00;29;0,46;1;8,6;17,2;25,8;0;0,6;224;13,7;0;21;82,83;0;565;0
9/02/2024 1:00;44;0,64;0,1;29,1;19;48,1;0;0,5;310;13,5;0;24;81,93;0;565;0
9/02/2024 2:00;47;0,61;0,1;30,4;17;47,3;0;0,6;297;13,3;0;19;82,12;0;564;0
9/02/2024 3:00;45;0,69;0,1;39,5;16,1;55,5;0;0,4;328;13,2;0;20;83,47;0;564;0
9/02/2024 4:00;56;0,67;0,2;52,7;16,2;68,8;0;0,4;311;13,4;0;26;83,67;0;564;0
9/02/2024 5:00;55;0,76;0,1;91,7;14,7;106,4;0;0,4;291;13,4;0;24;83,97;0;564;0
9/02/2024 6:00;48;0,82;0;95,2;13,6;108,8;0;0,7;344;13;0;25;84,04;0;564;0
9/02/2024 7:00;62;1,45;0,3;123,3;11,8;135,1;0;0,5;269;12,3;0;29;84,72;0;564;0
9/02/2024 8:00;89;1,74;1;145,4;20;165,4;0;0,6;221;15,6;0;53;85,12;0;565;0
9/02/2024 9:00;31;0,41;7,3;13,6;8,7;22,3;0;0,8;232;20,5;0;8;61,97;0;565;0
9/02/2024 10:00;24;0,27;10,5;4,8;3,4;8,2;0;1,7;142;20,9;0;5;53,48;0;565;0
9/02/2024 11:00;23;0,29;10,6;5,4;4,5;10;0;1,8;107;20,2;0;5;50,13;0;565;0
9/02/2024 12:00;23;0,34;9,8;6,7;5,6;12,3;0;1,7;87;19,9;0;6;53,89;0;565;0
9/02/2024 13:00;28;0,3;9;4,8;4,7;9,5;0;1,4;87;18,9;0,3;6;58,91;0;564;0
9/02/2024 14:00;25;0,33;9,2;6,7;5,6;12,3;0;1,9;65;18,9;0;5;63,16;0;564;0
9/02/2024 15:00;16;0,31;9,6;9,1;5,1;14,2;0;3,2;64;20,5;0;6;58,76;0;563;0
9/02/2024 16:00;24;0,33;9,7;9,1;6,6;15,8;0;2;106;21;0;6;54,35;0;563;0
9/02/2024 17:00;23;0,36;9,8;9,8;7;16,7;0;3;81;20,2;0;8;54,01;0;563;0
9/02/2024 18:00;17;0,35;8,9;6,2;7,7;13,8;0;1,9;133;17,5;0;5;58,77;0;563;0
9/02/2024 19:00;24;0,38;5,6;8;11,4;19,3;0;1,2;137;15,7;0;3;64,61;0;563;0
9/02/2024 20:00;22;0,47;2,5;18,5;13,2;31,7;0;0,7;286;14;0;9;69,74;0;564;0
9/02/2024 21:00;46;0,65;1,1;47,8;14,9;62,7;0;0,8;45;13,2;0;16;74,69;0;564;0
9/02/2024 22:00;18;0,35;4,2;9,9;10,6;20,5;0;1,3;87;14,5;0;10;74,34;0;565;0
9/02/2024 23:00;15;0,37;3,2;12,7;12,5;25,3;0;1,1;78;14,5;0;6;73,08;0;565;0
10/02/2024 0:00;23;0,32;3;10,9;12,9;23,9;0;0,9;90;14,1;0;6;73,13;0;565;0
10/02/2024 1:00;15;0,25;4,6;3,8;10,5;14,3;0;0,7;104;13,9;0;6;74,19;0;565;0
10/02/2024 2:00;16;0,25;2,5;2,2;10,9;13,2;0;0,4;283;13;0;3;77,16;0;564;0
10/02/2024 3:00;18;0,32;0,7;26,7;12,2;38,8;0;0,6;282;12,7;0;6;79,41;0;564;0
10/02/2024 4:00;18;0,36;0,2;38,9;12;50,8;0;0,6;313;12;0;6;81,76;0;564;0
10/02/2024 5:00;34;0,42;0,6;62,3;13,6;75,9;0;0,7;337;12,5;0;9;82,97;0;564;0
10/02/2024 6:00;25;0,42;0,1;50,6;14,3;64,9;0;0,9;297;12,6;0;12;81,49;0;564;0
10/02/2024 7:00;28;0,45;0,4;29,1;14,5;43,6;0;0,5;314;12,6;0;14;81,9;0;564;0
10/02/2024 8:00;31;0,63;1,3;31,2;14,9;46,1;0;0,8;322;13,8;0;15;82,31;0;565;0
10/02/2024 9:00;20;0,54;2,7;19,1;16,2;35,3;0;0,9;341;15;0,3;14;77,96;0;565;0
10/02/2024 10:00;22;0,32;10,5;10,4;5,5;15,9;0;1,8;88;19;0;8;67,1;0;565;0
10/02/2024 11:00;17;0,24;13,9;2,4;1,2;3,7;0;1,9;148;21,3;0;7;52,58;0;565;0
10/02/2024 12:00;15;0,28;12,3;6,7;4,4;11;0;2,8;47;20,7;0;13;49,81;0;565;0
10/02/2024 13:00;15;0,25;14,3;2,9;1,8;4,7;0;1,9;85;21,4;0;8;49;0;564;0
10/02/2024 14:00;19;0,27;14,6;4,1;2,8;6,9;0;2,3;30;22,3;0;6;45,1;0;564;0
10/02/2024 15:00;18;0,29;14;5,1;4,8;9,9;0;2,5;88;21,1;0;4;45;0;563;0
10/02/2024 16:00;28;0,36;13,1;6,8;4,3;11,1;0;4,2;63;21,1;0;5;49,98;0;563;0
10/02/2024 17:00;23;0,3;12,8;8,4;4,6;13,1;0;4,6;66;19,8;0;11;51,28;0;563;0
10/02/2024 18:00;15;0,32;11,7;5,4;5,6;11;0;2,7;82;18,3;0;7;51,59;0;563;0
10/02/2024 19:00;17;0,44;5,8;10,4;14,7;25,1;0;1,3;80;15,4;0;7;58,62;0;564;0
10/02/2024 20:00;18;0,38;7,1;8,5;11,5;20;0;1,6;66;14,2;0;6;63,98;0;564;0
10/02/2024 21:00;30;0,46;2,7;10,7;15;25,6;0;0,7;76;13;0;6;67,51;0;565;0
10/02/2024 22:00;27;0,48;1,6;17,2;14,9;32;0;0,8;351;11,5;0;9;74,36;0;565;0
10/02/2024 23:00;15;0,34;3,6;5;10,7;15,7;0;0,5;299;11,1;0;8;75,74;0;565;0
11/02/2024 0:00;31;0,69;0,2;54;14,1;68,2;0;0,7;339;9,7;0;13;78,59;0;565;0
11/02/2024 1:00;35;0,78;0,1;77;12,5;89,5;0;0,6;219;9;0;14;81,53;0;564;0
11/02/2024 2:00;39;0,86;0,1;93,8;9,8;103,6;0;0,6;348;8,1;0;11;82,37;0;564;0
11/02/2024 3:00;26;0,65;0;65,3;10,2;75,5;0;0,6;313;8,5;0;10;84,76;0;564;0
11/02/2024 4:00;27;0,6;0;55,3;9,5;64,9;0;0,5;262;7,9;0;12;84,72;0;563;0
11/02/2024 5:00;37;0,63;0,1;93,9;6,7;100,6;0;0,5;39;6,8;0;17;83,93;0;564;0
11/02/2024 6:00;31;0,55;0,1;70,8;5,6;76,4;0;0,4;318;7;0;19;84,88;0;564;0
11/02/2024 7:00;32;0,51;0,4;42,6;8,8;51,4;0;0,7;317;8,5;0;13;86,24;0;564;0
11/02/2024 8:00;32;0,39;2,8;22,1;7,7;29,8;0;1,2;335;12,9;0;17;86,05;0;565;0
11/02/2024 9:00;27;0,25;8,9;10,4;4,6;15;0;1,1;305;18,5;0;12;63,72;0;565;0
11/02/2024 10:00;17;0,16;13,7;2,4;1,3;3,6;0;1,4;98;20;0;8;47,47;0;565;0
11/02/2024 11:00;12;0,15;15,7;1;0,3;1,3;0;1,3;288;20,8;0;6;42,24;0;565;0
11/02/2024 12:00;16;0,16;16,7;1,2;0,4;1,6;0;2,3;188;21,8;0;5;39,59;0;565;0
11/02/2024 13:00;15;0,16;16,4;1,4;0,6;2;0;2,2;167;22;0;7;38,68;0;564;0
11/02/2024 14:00;20;0,15;16,2;1,5;0,4;1,9;0;2,4;157;23,3;0;6;35,05;0;564;0
11/02/2024 15:00;17;0,17;16,1;2;0,9;2,9;0;2,3;132;24;0;7;33,6;0;563;0
11/02/2024 16:00;14;0,16;16,7;2,3;1,2;3,5;0;2;141;25;0;6;29,74;0;563;0
11/02/2024 17:00;12;0,18;16,3;2,3;1,6;4;0;1,8;108;24,6;0;7;30,47;0;562;0
11/02/2024 18:00;20;0,22;15,2;2;3,4;5,3;0;1,5;284;20,2;0;9;42,49;0;563;0
11/02/2024 19:00;25;0,19;17;0,3;2,7;3;0;1,2;220;17;0;14;65,47;0;563;0
11/02/2024 20:00;28;0,45;6,5;5,7;17,4;23,2;0;0,9;347;15,3;0;13;69,53;0;564;0
11/02/2024 21:00;29;0,32;6,2;6,4;13,8;20,2;0;0,9;117;14,2;0;13;66,68;0;565;0
11/02/2024 22:00;30;0,26;7,7;4,5;11,3;15,8;0;1;129;13,9;0;15;70,62;0;565;0
11/02/2024 23:00;23;0,34;3,6;7;16,2;23,2;0;0,8;342;12,4;0;16;73,12;0;565;0
12/02/2024 0:00;21;0,35;4,2;17,1;12,4;29,4;0;0,9;334;11,8;0;14;75,66;0;565;0
12/02/2024 1:00;35;0,69;0;74,4;16,9;91,4;0;0,7;308;10,1;0;15;79,66;0;565;0
12/02/2024 2:00;31;0,39;0,1;21,1;16;37;0;0,5;330;9,5;0;16;82,59;0;564;0
12/02/2024 3:00;25;0,39;0;42;14,4;56,4;0;0,8;347;8,8;0;18;83,7;0;564;0
12/02/2024 4:00;29;0,3;0;42,8;14,4;57,2;0;0,8;303;8,8;0;13;84,95;0;564;0
12/02/2024 5:00;33;0,26;0;13,4;14,3;27,8;0;0,6;278;8,7;0;17;85,44;0;564;0
12/02/2024 6:00;43;0,27;0,1;19,4;13;32,4;0;0,4;268;7,9;0;23;85,3;0;564;0
12/02/2024 7:00;47;0,94;0,5;0;0;0;0;0,6;263;7,4;0;25;85,05;0;564;0
12/02/2024 8:00;78;1,32;1,5;128,6;19,6;148,1;0;1;334;13,5;0;43;85,83;0;565;0
12/02/2024 9:00;44;0,55;6,6;33,8;14,3;48,1;0;1;321;18,5;0;25;64;0;565;0
12/02/2024 10:00;37;0,3;11,8;13,9;9,4;23,3;0;1,1;317;21,1;0;17;51,14;0;565;0
12/02/2024 11:00;30;0,19;16,4;4,9;4,7;9,6;0;1,6;328;22,1;0;15;41,6;0;565;0
12/02/2024 12:00;30;0,16;20,3;2,2;2,4;4,7;0;1,5;311;23,4;0;14;38,12;0;564;0
12/02/2024 13:00;30;0,17;21,1;2,6;3;5,5;0;1,3;217;24,9;0;11;33,6;0;563;0
12/02/2024 14:00;25;0,18;21,1;1,9;3,8;5,8;0;1,4;251;23,9;0;10;34,59;0;563;0
12/02/2024 15:00;46;0,19;26,1;0,9;3,1;4;0;2,7;273;21,9;0;17;46,27;0;563;0
12/02/2024 16:00;66;0,18;24;0,8;5;5,8;0;1,9;234;21,5;0;17;50,03;0;562;0
12/02/2024 17:00;59;0,25;26,8;0,8;7,2;8;0;1,9;251;20,1;0;28;57,98;0;562;0
12/02/2024 18:00;50;0,22;25;0,4;5,6;6,1;0;1,5;245;19,4;0;26;61,71;0;563;0
12/02/2024 19:00;46;0,29;21,6;0,3;8,6;8,9;0;1;226;16,6;0;31;69,94;0;563;0
12/02/2024 20:00;48;0,43;15,9;0,4;15,2;15,6;0;0,7;204;15,9;0;25;75,4;0;564;0
12/02/2024 21:00;49;0,47;11,2;0,4;16,9;17,3;0;0,5;245;15;0;35;77,5;0;565;0
12/02/2024 22:00;70;0,71;1,8;28,5;32,5;61,1;0;0,4;303;13,8;0;34;79,27;0;565;0
12/02/2024 23:00;79;1,3;0;125,1;30,3;155,4;0;0,4;160;12,9;0;40;82,14;0;565;0
13/02/2024 0:00;61;1;0,1;86,5;26,3;112,7;0;0,4;304;13,1;0;37;84,08;0;565;0
13/02/2024 1:00;66;0,79;0,2;92,8;23;115,8;0;0,5;306;12,4;0;37;83,09;0;565;0
13/02/2024 2:00;63;0,76;0;150,5;16,8;167,3;0;0,5;353;11,2;0;28;83,39;0;564;0
13/02/2024 3:00;37;0,55;0,1;65,5;13,5;79;0;0,5;329;10,6;0;22;84,15;0;564;0
13/02/2024 4:00;34;0,45;0,1;69,2;14;83,2;0;0,7;249;10,6;0;19;85,57;0;564;0
13/02/2024 5:00;46;0,57;0;103,9;15,1;118,9;0;0,6;313;10,5;0;33;85,93;0;564;0
13/02/2024 6:00;37;0,5;0,1;71,7;11,6;83,4;0;0,6;305;9,5;0;27;85,2;0;564;0
13/02/2024 7:00;82;2,06;0,2;262,1;20,6;282,8;0;0,5;353;9,5;0;60;85,69;0;565;0
13/02/2024 8:00;52;0,65;5,6;54,9;12,2;67,1;0;1,5;119;14,5;0;27;85,09;0;565;0
13/02/2024 9:00;37;0,25;12,4;7;5,9;12,9;0;1,8;100;18,6;0;22;65,69;0;565;0
13/02/2024 10:00;31;0,17;12,8;2,8;3,3;6,1;0;1,6;148;20,9;0;13;52,55;0;566;0
13/02/2024 11:00;42;0;0;0;0;0;0;2,3;339;21,1;0;22;48,24;0;565;0
13/02/2024 12:00;0;0;0;0;0;0;0;1,5;295;22,5;0,1;0;42,64;0;565;0
13/02/2024 13:00;0;0;0;0;0;0;0;1,5;269;24,4;0;19;34,6;0;564;0
13/02/2024 14:00;0;0,2;26,1;7;6,2;13,1;0;1,3;306;25;0;17;32,84;0;563;0
13/02/2024 15:00;28;0,18;24,1;1,4;2,2;3,6;0;1,3;284;24,5;0;11;32,52;0;563;0
13/02/2024 16:00;87;0,29;35,6;0,5;5,1;5,6;0;2,4;269;21,4;0;35;50,26;0;563;0
13/02/2024 17:00;80;0,28;30,4;0,5;7,5;8;0;2,6;253;19,7;0;28;60,48;0;563;0
13/02/2024 18:00;55;0,33;22;1,3;11,3;12,6;0;1,4;219;18,3;3,6;35;67,16;0;563;0
13/02/2024 19:00;44;0,6;5,5;20,2;25,6;45,7;0;1,3;96;14,6;10,4;21;75,44;0;564;0
13/02/2024 20:00;41;0,49;2,9;18,5;25,2;43,7;0;1;114;14,2;0;25;78,88;0;564;0
13/02/2024 21:00;48;0,27;7,8;7,1;14,7;21,8;0;1,5;115;14,6;0;20;77,88;0;565;0
13/02/2024 22:00;36;0,24;9,3;3,5;9,2;12,7;0;1,1;196;14,5;0;19;75,07;0;565;0
13/02/2024 23:00;30;0,22;7,6;0,6;7,3;7,8;0;0,6;317;13,2;0;19;77,57;0;565;0
14/02/2024 0:00;33;0,19;10,1;1,8;5,6;7,4;0;1,2;187;13;0;14;80,32;0;565;0
14/02/2024 1:00;35;0,21;9,3;6,7;7,4;14,1;0;0,9;284;13,8;0;14;76,89;0;565;0
14/02/2024 2:00;39;0,26;2,9;4,5;18,8;23,3;0;1,2;356;12,5;0;22;78,8;0;565;0
14/02/2024 3:00;38;0,21;4,8;3,3;14,3;17,6;0;0,8;313;12,1;0;23;80,76;0;565;0
14/02/2024 4:00;37;0,21;4,9;10,9;13,9;24,8;0;1,1;102;11,7;0;17;80,59;0;564;0
14/02/2024 5:00;31;0,19;8,9;7,5;11,4;18,9;0;1,8;92;12,1;0;15;79;0;564;0
14/02/2024 6:00;34;0,32;5,9;11,9;16,9;28,8;0;1,3;82;11,9;0;19;75,07;0;565;0
14/02/2024 7:00;55;0,73;1;47,4;26,4;73,8;0;0,9;50;11,3;0;29;77,33;0;565;0
14/02/2024 8:00;41;0,42;9,3;18,7;14,9;33,6;0;1,1;104;15,7;0;20;70,95;0;566;0
14/02/2024 9:00;36;0,23;14;5,9;5;10,9;0;1,7;101;19;0;18;52,83;0;566;0
14/02/2024 10:00;31;0,22;13,9;6,1;4,1;10,2;0;2,6;80;19,7;0;10;47,67;0;566;0
14/02/2024 11:00;33;0,22;13,9;5,9;4,4;10,3;0;2,6;87;19,5;0;12;46,68;0;566;0
14/02/2024 12:00;29;0,21;13,8;4,8;3,8;8,6;0;2,2;102;20,3;0;13;45,05;0;565;0
14/02/2024 13:00;38;0,23;14;4,8;4,7;9,5;0;2;130;20,1;0;10;45,83;0;565;0
14/02/2024 14:00;25;0,22;13,8;4;3;7;0;2,4;96;21,5;0;11;43,06;0;564;0
14/02/2024 15:00;34;0,3;12,2;7,6;6;13,6;0;2,8;46;20,3;0;19;46,16;0;564;0
14/02/2024 16:00;32;0,32;10;13;9,1;22,1;0;3,6;71;19,8;0;12;50,39;0;564;0
14/02/2024 17:00;39;0,41;9,8;10,8;9,6;20,5;0;3,7;70;16,2;0;16;58,21;0;564;0
14/02/2024 18:00;46;0,4;8,4;13,5;11,7;25,3;0;3,4;65;15,4;0;29;63,29;0;564;0
14/02/2024 19:00;38;0,42;8,2;8,7;10,8;19,5;0;2,5;78;15;0;18;64,68;0;565;0
14/02/2024 20:00;40;0,33;6,4;9,3;13;22,4;0;1,8;77;14,5;0;13;64,71;0;565;0
14/02/2024 21:00;34;0,29;7,2;8,7;12,1;20,8;0;2;72;14;0;17;65,25;0;565;0
14/02/2024 22:00;39;0,32;5,3;7,4;14,3;21,7;0;0,8;283;13,6;0;16;66,97;0;566;0
14/02/2024 23:00;24;0,27;6,8;3,9;12,1;16;0;0,9;103;13,5;0;12;68,35;0;566;0
15/02/2024 0:00;25;0,26;7,9;5,3;9,6;14,9;0;0,5;157;13,6;0;13;69,98;0;566;0
15/02/2024 1:00;34;0,3;1,8;13;19,4;32,3;0;0,5;170;12;0;18;73,41;0;565;0
15/02/2024 2:00;29;0,21;7,7;2,8;9,5;12,3;0;0,8;110;12,5;0;17;78,17;0;565;0
15/02/2024 3:00;27;0,2;10,1;1,4;5;6,3;0;1;88;13;0;14;75,19;0;564;0
15/02/2024 4:00;37;0,2;8;3;9,4;12,4;0;1;82;13;0;16;74,29;0;564;0
15/02/2024 5:00;36;0,26;6,8;9,6;15,3;25;0;1,6;86;13,3;0;20;73,55;0;565;0
15/02/2024 6:00;34;0,36;6,5;11,9;17,1;29,1;0;1,5;92;13,2;0;21;74,15;0;565;0
15/02/2024 7:00;37;0,48;6;11,7;18,6;30,3;0;1,1;20;13,1;0;20;75,31;0;565;0
15/02/2024 8:00;39;0,47;6,2;13,3;17,7;31;0;1,3;163;14,3;0;14;72,56;0;566;0
15/02/2024 9:00;29;0,34;9,5;9,3;11,4;20,6;0;1,3;100;15,6;0;12;66,62;0;566;0
15/02/2024 10:00;28;0,28;11;6,9;8;14,9;0;2,2;85;16,2;0;13;63,81;0;566;0
15/02/2024 11:00;31;0,26;12,1;5,1;4,8;9,9;0;2,5;61;18,4;0;14;58,93;0;566;0
15/02/2024 12:00;23;0,23;12,7;3,3;2,8;6,1;0;1,8;56;20,1;0;9;50,71;0;566;0
15/02/2024 13:00;21;0,25;11,7;4,5;3,2;7,7;0;2,9;55;19,7;0;14;50,83;0;565;0
15/02/2024 14:00;23;0,28;10,6;5,7;5,1;10,7;0;2,3;86;18,7;0;10;54;0;565;0
15/02/2024 15:00;37;0,25;11;4,8;4,9;9,7;0;1,5;114;20,5;0;9;50,99;0;564;0
15/02/2024 16:00;42;0,47;8,8;10,5;8,6;19,1;0;2,7;50;20;0;18;49,22;0;564;0
15/02/2024 17:00;24;0,32;9,2;9,4;8,1;17,6;0;2,2;93;19,8;0;13;54,68;0;564;0
15/02/2024 18:00;30;0,34;8,3;8,6;9,9;18,5;0;2;94;18,4;0;10;52,94;0;564;0
15/02/2024 19:00;27;0,37;6,9;9,9;12,8;22,7;0;1,8;101;16,4;0;14;59,55;0;564;0
15/02/2024 20:00;43;0,35;6;8,7;13,9;22,6;0;1,4;98;15,5;0;18;65,75;0;565;0
15/02/2024 21:00;26;0,29;6,2;5,5;11,9;17,3;0;1;145;14,1;0;12;68,62;0;565;0
15/02/2024 22:00;25;0,29;6,4;3,9;11,3;15,2;0;1;70;13,4;0;11;75;0;566;0
15/02/2024 23:00;24;0,31;3,2;3,6;14,5;18,1;0;0,6;332;13,2;0;8;77,29;0;566;0
16/02/2024 0:00;32;0,27;4,9;3,7;13;16,8;0;0,8;269;14,2;0;9;75,8;0;566;0
16/02/2024 1:00;31;0,22;7;2,6;8,5;11,1;0;0,9;41;14,1;0;14;74,61;0;565;0
16/02/2024 2:00;27;0,24;6,1;1,6;9,6;11,1;0;0,9;313;13,5;0;11;75,21;0;564;0
16/02/2024 3:00;22;0,3;0,9;2,7;15,7;18,4;0;0,5;297;12,3;0;12;78,69;0;564;0
16/02/2024 4:00;20;0,29;0,3;3,8;15,4;19,2;0;0,4;306;12,6;0;12;79,55;0;564;0
16/02/2024 5:00;32;0,27;2,3;13,1;16,2;29,3;0;0,5;303;13,2;0;16;79,24;0;564;0
16/02/2024 6:00;33;0,38;3;21,2;18,2;39,4;0;1,3;100;13,5;0;20;78,42;0;564;0
16/02/2024 7:00;35;0,63;2;26,7;20,6;47,4;0;1;91;13,2;0;20;79,31;0;564;0
16/02/2024 8:00;42;0,52;5;23,6;15,9;39,5;0;1,1;103;15,7;0;19;75,44;0;565;0
16/02/2024 9:00;39;0,31;8,1;10,2;8,4;18,6;0;1,7;121;17,9;0;7;63,26;0;565;0
16/02/2024 10:00;19;0,26;9,5;6,7;4,7;11,4;0;2,7;106;17,9;0;6;60,42;0;565;0
16/02/2024 11:00;36;0,26;8,8;6,1;5,3;11,3;0;1,9;129;18,2;0;7;60,52;0;565;0
16/02/2024 12:00;31;0,28;9,1;6,8;6,1;12,9;0;2,5;167;19,4;0;7;56,93;0;565;0
