fecha;PM10;CO;OZONO;NO;NO2;NOX;SO2;Vel Viento 10M;Dir Viento 10M;Temperatura;Precipitacion;PM2.5;HR;BBP;Presion Baro;BC
16/02/2024 13:00;38;0,27;10,5;5,1;4,3;9,3;0;4,3;175;19,4;0;7;56,13;0;564;0
16/02/2024 14:00;30;0,26;10,8;5,1;3,2;8,3;0;4,2;170;20,4;0;7;51,98;0;564;0
16/02/2024 15:00;30;0,28;9,9;6,2;5,3;11,5;0;4;177;20,2;0;9;53,57;0;563;0
16/02/2024 16:00;27;0,3;9,5;7,5;6,1;13,6;0;2,2;136;21,1;0;9;51,89;0;563;0
16/02/2024 17:00;25;0,33;8,1;7,9;7,3;15,2;0;2;109;19,9;0;13;52,67;0;563;0
16/02/2024 18:00;16;0,38;6,5;9,4;10,5;20;0;1,7;98;17,7;0;9;60,03;0;563;0
16/02/2024 19:00;21;0,32;7;5,1;10,4;15,5;0;1,1;162;16,2;0;6;66,16;0;564;0
16/02/2024 20:00;14;0,26;8,3;1,9;5,8;7,7;0;1;160;15,6;0;5;70,01;0;564;0
16/02/2024 21:00;20;0,27;7,5;2,4;7,3;9,7;0;1,1;102;14,8;0;4;72,67;0;565;0
16/02/2024 22:00;18;0,31;6,9;4,9;9,8;14,7;0;1,1;103;14,9;0;4;73,21;0;565;0
16/02/2024 23:00;21;0,4;2,6;10,7;18,4;29,1;0;0,7;53;14,2;0;12;73,94;0;565;0
17/02/2024 0:00;15;0,26;7;2;9,7;11,7;0;0,7;316;14,2;0;7;73,6;0;565;0
17/02/2024 1:00;14;0,25;6,2;3,6;10,8;14,4;0;0,7;258;14,1;0;5;73,4;0;565;0
17/02/2024 2:00;16;0,22;8,1;2;6,6;8,5;0;0,7;155;13,9;0;4;73,59;0;564;0
17/02/2024 3:00;15;0,22;7,7;1,4;6,5;7,8;0;0,7;344;13,8;0;4;74,67;0;564;0
17/02/2024 4:00;13;0,19;8,2;0,1;3,2;3,3;0;0,8;291;13,6;0;6;74,37;0;564;0
17/02/2024 5:00;19;0,22;3,5;2,7;11,3;14;0;1,1;329;12,8;0;6;76,96;0;564;0
17/02/2024 6:00;38;0,36;0,6;29,6;20,1;49,7;0;1,1;10;12,4;0;17;79,79;0;564;0
17/02/2024 7:00;43;0,53;1,1;34,1;20,8;54,9;0;0,6;345;12,9;0;23;79,84;0;564;0
17/02/2024 8:00;40;0,61;2,8;26,8;15,8;42,6;0;0,8;102;14,5;0;15;76,34;0;565;0
17/02/2024 9:00;31;0,29;7,6;7,5;6,9;14,4;0;1,4;109;16,3;0;10;65,75;0;565;0
17/02/2024 10:00;20;0,25;9,9;6;4,7;10,7;0;1,8;98;17,5;0;10;58,03;0;566;0
17/02/2024 11:00;23;0,23;10,6;4,2;3,1;7,3;0;1,9;112;18,7;0;6;55,04;0;565;0
17/02/2024 12:00;25;0,26;10,8;4,9;4,4;9,3;0;1,9;133;19,1;0;7;52,44;0;565;0
17/02/2024 13:00;32;0,27;10,5;5,1;3,5;8,6;0;2,4;137;19,7;0;6;52,07;0;565;0
17/02/2024 14:00;30;0,24;11;3,7;1,8;5,5;0;2,2;136;21,5;0;6;47,37;0;564;0
17/02/2024 15:00;27;0,25;10,8;4,5;2,6;7,1;0;2,4;137;22,1;0;11;44,27;0;563;0
17/02/2024 16:00;29;0,23;10,4;3,3;1,8;5,1;0;2,3;155;22;0;9;43,24;0;563;0
17/02/2024 17:00;22;0,25;9,6;3,7;3,2;7;0;1,9;129;21,4;0;9;45,42;0;563;0
17/02/2024 18:00;22;0,31;7,7;4,7;7,3;12;0;1,5;130;18,6;0;8;52,12;0;563;0
17/02/2024 19:00;28;0,3;7;3,9;8,5;12,3;0;1,3;113;16;0;11;62,07;0;564;0
17/02/2024 20:00;25;0,32;7,1;4,8;9,1;13,8;0;1,5;115;14,9;0;15;67,92;0;564;0
17/02/2024 21:00;32;0,33;4,5;4,7;11,7;16,3;0;0,8;4;13,9;0;10;70,75;0;565;0
17/02/2024 22:00;24;0,32;2,8;0,9;11,9;12,8;0;0,7;294;12,4;0;9;75,01;0;565;0
17/02/2024 23:00;33;0,34;0,6;3,4;16,7;20,1;0;1;278;11,6;0;15;78,92;0;565;0
18/02/2024 0:00;33;0,38;0,4;6,9;16,6;23,5;0;0,9;321;10,7;0;12;79,98;0;565;0
18/02/2024 1:00;38;0,58;0;24,7;17,3;42;0;1,1;334;10,1;0;20;82,88;0;565;0
18/02/2024 2:00;28;0,62;0,2;36,1;15,6;51,7;0;0,6;302;9,4;0;16;83,04;0;565;0
18/02/2024 3:00;23;0,72;0,1;52,4;12,8;65,1;0;0,4;308;8,3;0;11;83,03;0;564;0
18/02/2024 4:00;31;0,89;0,2;78,7;12,1;90,8;0;0,4;319;7,3;0;16;82,97;0;564;0
18/02/2024 5:00;31;0,53;0;35,4;10,7;46,1;0;0,9;340;7,5;0;20;84,79;0;564;0
18/02/2024 6:00;18;0,35;0;14;9,2;23,3;0;1,1;349;7,5;0;8;85,91;0;565;0
18/02/2024 7:00;25;0,44;0,4;21,3;9,5;30,8;0;0,9;343;7,5;0;18;86;0;565;0
18/02/2024 8:00;39;0,53;1,5;42,5;11,5;53,9;0;1,4;339;9,5;0;26;87,05;0;566;0
18/02/2024 9:00;27;0,37;5,5;19,9;6,2;26,1;0;1,5;352;16,9;0;17;79,08;0;566;0
18/02/2024 10:00;21;0,24;9,3;2,8;1,3;4,1;0;1,5;136;19,6;0;14;55,27;0;566;0
18/02/2024 11:00;26;0,24;11,8;1,8;1;2,8;0;1,9;160;20,9;0;10;50,55;0;566;0
18/02/2024 12:00;26;0,24;13,7;1,1;0,7;1,8;0;2,4;177;20,8;0;15;45,49;0;565;0
18/02/2024 13:00;23;0,24;13,8;1,3;1,2;2,5;0;2,7;179;22,4;0;13;45,23;0;565;0
18/02/2024 14:00;25;0,21;15,1;0,6;0,1;0,7;0;2,2;235;24,7;0;8;37,92;0;564;0
18/02/2024 15:00;27;0,21;18;0,4;0,1;0,5;0;1,6;305;24,5;0;6;36,02;0;563;0
18/02/2024 16:00;28;0,23;20,4;0,3;0,6;0,9;0;2,2;281;24,7;0;17;38,51;0;563;0
18/02/2024 17:00;48;0,25;22,7;0,3;1,1;1,5;0;4,4;264;21,7;0;17;51,45;0;563;0
18/02/2024 18:00;31;0,26;20,3;0,1;2,1;2,2;0;3,1;260;19,6;0;14;58,54;0;563;0
18/02/2024 19:00;32;0,27;15,5;0,3;5;5,4;0;0,9;262;17,2;0;21;66,58;0;564;0
18/02/2024 20:00;26;0,31;12,1;0,2;4,8;5;0;0,6;241;16;0;16;73,05;0;564;0
18/02/2024 21:00;49;0,91;3;37,3;23,6;61;0;0,7;350;14,5;0;29;77,39;0;565;0
18/02/2024 22:00;57;1,17;0,3;67,6;30,5;98,1;0;0,7;331;13,7;0;28;80,63;0;565;0
18/02/2024 23:00;47;0,74;0,9;37,6;25;62,5;0;0,6;327;12,8;0;20;77,31;0;566;0
19/02/2024 0:00;41;0,76;0;46,6;21,6;68,2;0;0,4;326;11,3;0;19;79,75;0;566;0
19/02/2024 1:00;35;0,57;0,1;21,8;20,6;42,4;0;0,5;299;11,3;0;16;81,14;0;565;0
19/02/2024 2:00;44;0,61;0,1;49,5;19,1;68,6;0;0,5;300;10,4;0;17;80,89;0;565;0
19/02/2024 3:00;31;0,48;0;38;17,3;55,3;0;0,6;322;9,5;0;19;82,33;0;565;0
19/02/2024 4:00;28;0,39;0;18,1;15,5;33,6;0;0,5;330;9,4;0;23;84,25;0;565;0
19/02/2024 5:00;41;0,39;0,1;11,9;15,8;27,7;0;0,9;323;10,1;0;25;84,47;0;565;0
19/02/2024 6:00;53;0,52;0;38,6;17,4;56;0;0,6;309;9;0;33;81,43;0;565;0
19/02/2024 7:00;65;0,96;0,1;92,2;20,1;112,3;0;0,5;316;8,4;0;36;83,39;0;566;0
19/02/2024 8:00;97;1,35;1,6;135,2;27,1;162,3;0;1,2;331;13,7;0;50;83,12;0;566;0
19/02/2024 9:00;72;0,64;7,2;28,3;16,2;44,6;0;1,6;337;18,2;0;38;67,34;0;566;0
19/02/2024 10:00;61;0,42;14,2;9,2;10,6;19,8;0;1,3;291;20,9;0;31;55,19;0;566;0
19/02/2024 11:00;40;0,28;22,7;1,7;3,1;4,8;0;1,5;300;22,4;0;13;44,24;0;566;0
19/02/2024 12:00;39;0,25;26,1;2,7;5,3;7,9;0;1,7;302;24,1;0;19;34,76;0;565;0
19/02/2024 13:00;45;0,22;32,1;0,8;2,2;3;0;2,2;279;24,8;0;16;28,58;0;565;0
19/02/2024 14:00;65;0,22;25,4;0,2;1,3;1,5;0;3,3;269;23,4;0;17;40,71;0;564;0
19/02/2024 15:00;45;0,2;22,3;0,3;0,9;1,2;0;2,4;280;22,7;0;21;43,3;0;564;0
19/02/2024 16:00;58;0,2;20;0,9;1,5;2,3;0;3,3;272;23,3;0;17;44,29;0;564;0
19/02/2024 17:00;41;0,2;19,1;0,2;0,7;0,9;0;3;276;22,1;0;19;47,37;0;564;0
19/02/2024 18:00;38;0,22;14,4;0,5;2,2;2,7;0;1,6;241;19,7;0;16;53,53;0;564;0
19/02/2024 19:00;65;0,32;10,3;1,3;9;10,3;0;0,8;192;16,5;0;15;61,88;0;564;0
19/02/2024 20:00;47;0,7;2,3;10,7;27,9;38,6;0;1,6;178;16;0;24;69,25;0;565;0
19/02/2024 21:00;42;0,61;1,7;4,7;27;31,6;0;1,2;228;15,4;0;16;71,02;0;565;0
19/02/2024 22:00;57;0,9;0,3;39,5;30;69,5;0;0,4;318;14;0;24;73,74;0;566;0
19/02/2024 23:00;47;1,02;0,2;55,7;27,8;83,5;0;0,5;319;12,7;0;22;78,5;0;566;0
20/02/2024 0:00;49;0,8;0,3;68,1;25,7;93,8;0;0,5;332;12,8;0;20;80,43;0;566;0
20/02/2024 1:00;40;0,72;0,2;55,2;22;77,2;0;0,4;306;12,1;0;17;80,5;0;566;0
20/02/2024 2:00;45;0,74;0;103,7;24,3;128,1;0;0,5;75;11,8;0;19;80,1;0;565;0
20/02/2024 3:00;42;0,58;0;52,7;19,7;72,3;0;0,6;311;11,5;0;16;82,82;0;565;0
20/02/2024 4:00;38;0,48;0,4;37,7;19,2;57;0;0,6;332;11,1;0;25;82,45;0;565;0
20/02/2024 5:00;48;0,54;0;66,2;20;86,2;0;0,5;306;9,8;0;22;82,46;0;565;0
20/02/2024 6:00;91;1,28;0,1;267,2;38,2;305,3;0;0,5;334;8,6;0;47;83,07;0;565;0
20/02/2024 7:00;63;0,68;0;75,6;19;94,5;0;0,9;323;8,9;0;28;85,35;0;566;0
20/02/2024 8:00;91;1,41;1,6;63,5;22,9;86,4;0;0,8;332;12,5;0;49;86,41;0;566;0
20/02/2024 9:00;104;0,75;7,4;47,5;21,5;69;0;0,8;256;19;0;45;65,74;0;566;0
20/02/2024 10:00;67;0;0;0;0;0;0;0,9;285;21,9;0;30;50,64;0;566;0
20/02/2024 11:00;41;0;0;0;0;0;0;1,4;292;22,8;0;23;44,8;0;565;0
20/02/2024 12:00;41;0;0;0;0;0;0;2,1;281;24,1;0;22;38;0;565;0
20/02/2024 13:00;48;0,19;23;0;0;0;0;2,7;272;24,5;0;21;35,47;0;564;0
20/02/2024 14:00;66;0,2;19,1;0,2;0,1;0,2;0;4,9;267;23,3;0;15;43,37;0;564;0
20/02/2024 15:00;52;0,2;17,5;0,4;0;0,4;0;4,1;263;23,2;0;13;43,89;0;563;0
20/02/2024 16:00;48;0,2;16,8;0,3;0;0,4;0;3,4;264;23;0;12;45,26;0;563;0
20/02/2024 17:00;39;0,19;16,3;0,4;0;0,4;0;2,9;261;22,8;0;17;46,71;0;563;0
20/02/2024 18:00;43;0,2;15,5;0,4;1,1;1,5;0;1,9;252;21,1;0;13;46,88;0;563;0
20/02/2024 19:00;37;0,21;14,3;0,1;2,1;2,2;0;1,1;218;17,1;0;16;57,94;0;564;0
20/02/2024 20:00;36;0,26;11,8;1;4;5;0;0,9;207;15,4;0;13;67,55;0;565;0
20/02/2024 21:00;48;0,59;2,1;20,4;16;36,4;0;0,4;293;13,3;0;22;71,66;0;565;0
20/02/2024 22:00;73;1,22;0,2;98,9;18,4;117,3;0;0,5;333;11,8;0;36;78,75;0;565;0
20/02/2024 23:00;52;0,87;0,1;47,8;18,1;66;0;0,3;304;10,5;0;26;81,31;0;565;0
21/02/2024 0:00;54;1;0;104,1;15;119,1;0;0,6;311;9,4;0;26;82,51;0;565;0
21/02/2024 1:00;53;1,09;0,2;159,8;15,3;175,1;0;0,6;324;8,6;0;30;83,61;0;565;0
21/02/2024 2:00;37;0,85;0,1;124,5;13,4;137,9;0;0,5;309;7,7;0;26;83,8;0;565;0
21/02/2024 3:00;27;0,48;0;26;13,1;39;0;0,4;309;7,1;0;17;84,29;0;564;0
21/02/2024 4:00;30;0,46;0;37,1;11,5;48,6;0;0,4;289;6,1;0;13;84,17;0;564;0
21/02/2024 5:00;41;0,51;0,3;79,9;12;91,9;0;0,5;311;5,6;0;22;84,22;0;564;0
21/02/2024 6:00;61;0,5;0;71,5;16,1;87,5;0;0,6;271;5,8;0;26;85,05;0;565;0
21/02/2024 7:00;63;1,29;0,3;159,4;19,3;178,8;0;0,7;312;6,3;0;36;85,46;0;565;0
21/02/2024 8:00;64;0,85;1,4;79,2;18,2;97,4;0;0,7;331;12,3;0;34;85,7;0;565;0
21/02/2024 9:00;110;0,95;4,7;68,9;26,7;95,6;0;0,8;259;18,4;0;41;64,89;0;566;0
21/02/2024 10:00;80;0,66;13,7;23,7;22,8;46,5;0;1;248;20,9;0;32;48,39;0;566;0
21/02/2024 11:00;46;0,32;22,9;3;5,5;8,5;0;1,4;294;22,5;0;22;42,44;0;565;0
21/02/2024 12:00;101;0,22;18,3;2,4;2,6;4,9;0;4;274;20,6;0;23;43,61;0;565;0
21/02/2024 13:00;91;0,19;17;1,2;1,5;2,6;0;4,8;278;20,9;0;16;43,49;0;564;0
21/02/2024 14:00;57;0,18;17,1;1,6;0,9;2,5;0;4,4;274;21,1;0;10;42,36;0;564;0
21/02/2024 15:00;69;0,19;16,9;1,1;1,2;2,4;0;4,4;269;21,4;0;18;42,08;0;563;0
21/02/2024 16:00;54;0,19;17,7;1;1,1;2,1;0;4,1;270;21,3;0;13;41,44;0;563;0
21/02/2024 17:00;57;0,19;18,8;0,8;1,3;2,1;0;3,8;274;20,9;0;14;41,1;0;563;0
21/02/2024 18:00;36;0,21;18,1;0,4;1;1,4;0;2,5;282;19,2;0;13;44,92;0;563;0
21/02/2024 19:00;36;0,25;14,3;0,4;4,3;4,6;0;0,7;302;15,5;0;13;52,07;0;564;0
21/02/2024 20:00;65;0,7;5,7;43,4;17,1;60,5;0;0,7;291;12,9;0;18;62,74;0;564;0
21/02/2024 21:00;87;1,28;0,2;123,7;25;148,8;0;0,7;34;10,8;0;32;66,46;0;564;0
21/02/2024 22:00;61;1,06;0,2;96,1;23,2;119,3;0;0,6;317;10,1;0;29;72,71;0;565;0
21/02/2024 23:00;65;1,36;0,2;150,6;22,8;173,3;0;0,5;333;9,5;0;28;74,86;0;565;0
22/02/2024 0:00;53;1,26;0,1;152,5;21,1;173,5;0;0,5;251;9,3;0;24;76,46;0;565;0
22/02/2024 1:00;42;0,96;0,3;126,2;18,3;144,5;0;0,6;310;9,1;0;19;76,45;0;564;0
22/02/2024 2:00;52;0,89;0,1;142;19,7;161,7;0;0,6;301;8,5;0;29;78,59;0;564;0
22/02/2024 3:00;37;0,53;0,1;48,8;16,2;64,9;0;0,7;289;8,8;0;18;79,42;0;564;0
22/02/2024 4:00;50;0,58;0;88,2;17;105,2;0;0,8;275;9,8;0;24;79,06;0;564;0
22/02/2024 5:00;53;0,71;0;123,9;18,8;142,8;0;0,6;278;10,2;0;22;76,62;0;564;0
22/02/2024 6:00;42;0,65;0,2;79,5;16,4;95,9;0;0,8;300;8,9;0;19;78,11;0;564;0
22/02/2024 7:00;79;1,62;0,3;165,3;20,8;186,1;0;0,6;277;9,9;0;45;81,98;0;564;0
22/02/2024 8:00;151;1,76;1,7;151,4;28,2;179,6;0;0,7;251;16,5;0;61;74,4;0;564;0
22/02/2024 9:00;58;0,81;9,2;34,8;23,2;58;0;1,1;247;20,6;0;24;54,84;0;565;0
22/02/2024 10:00;35;0,28;30,4;1,5;0;1,2;0;1,1;302;20,8;0;14;50,18;0;564;0
22/02/2024 11:00;38;0,23;17,3;0;0;0;0;1,5;281;22,2;0;9;45,86;0;564;0
22/02/2024 12:00;36;0,18;15,5;0;0;0;0;2,8;266;21,3;0;6;46,34;0;564;0
22/02/2024 13:00;55;0,18;15,3;0;0,3;0,2;0;3,9;268;21,5;0;8;45,81;0;563;0
22/02/2024 14:00;32;0,19;15,7;0;0,3;0,1;0;2,9;278;21;0;6;46,84;0;563;0
22/02/2024 15:00;52;0,2;15;0,1;0,4;0,5;0;3,4;271;21,1;0;3;46,94;0;562;0
22/02/2024 16:00;34;0,19;14,5;0;0,6;0,4;0;3,1;266;20;0;3;50,19;0;562;0
22/02/2024 17:00;34;0,2;13,9;0;0,9;0,9;0;2,4;254;19,6;0;3;51,71;0;562;0
22/02/2024 18:00;27;0,21;12,6;0;0;0;0;1,7;252;17,9;0;4;55,49;0;563;0
22/02/2024 19:00;35;0,22;10,8;0;0;0;0;1,6;212;15,4;0;6;64,45;0;563;0
22/02/2024 20:00;25;0,25;9,8;0;0;0;0;1,5;222;14,4;0;5;71,92;0;564;0
22/02/2024 21:00;18;0,27;8,8;0;0;0;0;1,1;220;14,3;0;5;73,26;0;564;0
22/02/2024 22:00;23;0,33;6,1;0;7,8;7,7;0;0,6;251;13,5;0;9;73,97;0;564;0
22/02/2024 23:00;26;0,41;2,4;3,8;10,9;14,7;0;0,4;321;11,7;0;11;77,83;0;564;0
23/02/2024 0:00;41;0,69;0,7;47,7;10,1;57,8;0;0,7;341;11,2;0;13;82,12;0;564;0
23/02/2024 1:00;40;0,7;0,5;79,2;11;90,2;0;0,5;324;10,1;0;20;81,71;0;564;0
23/02/2024 2:00;31;0,52;0;40,1;11,9;51,9;0;0,4;303;10,8;0;9;84,68;0;563;0
23/02/2024 3:00;31;0,45;0,5;34,2;14,6;48,8;0;0,7;334;11,7;0;17;80,9;0;563;0
23/02/2024 4:00;38;0,33;0,5;4,2;17,2;21,5;0;0,9;322;11,9;0;14;73,06;0;563;0
23/02/2024 5:00;26;0,32;0,4;4;17,1;21,1;0;0,7;325;11;0;18;72,68;0;563;0
23/02/2024 6:00;34;0,35;0,1;11;16,4;27,4;0;0,8;338;9,2;0;20;77,36;0;563;0
23/02/2024 7:00;44;0,46;0,3;25,1;14,8;39,8;0;0,6;321;8,8;0;23;81,48;0;564;0
23/02/2024 8:00;66;0,61;3,6;34;13,9;47,9;0;1,4;342;14,1;0;27;74,36;0;564;0
23/02/2024 9:00;56;0,61;7,6;24,3;13,9;38,2;0;1,3;347;18,8;0;27;60,5;0;564;0
23/02/2024 10:00;31;0,37;15,5;5,9;8,1;14;0;1,2;314;21,1;0;14;48,45;0;564;0
23/02/2024 11:00;27;0,31;20,6;2,1;5,6;7,7;0;1,6;284;21,7;0;11;41,72;0;564;0
23/02/2024 12:00;62;0,41;28,2;3;9,4;12,4;0;2,1;276;22,8;0;15;36,42;0;563;0
23/02/2024 13:00;66;0,34;32,8;0,9;7,4;8,3;0;2,8;276;22,6;0;20;36,85;0;563;0
23/02/2024 14:00;74;0,26;26,8;0,1;4,1;4,2;0;3,3;255;22,4;0;24;42,78;0;562;0
23/02/2024 15:00;82;0,24;23,6;0,1;3,9;4;0;3,7;262;21,6;0;19;44,53;0;562;0
23/02/2024 16:00;75;0,25;21,7;0,1;4,2;4,3;0;3,9;267;20,4;0;18;49,74;0;562;0
23/02/2024 17:00;51;0,25;21,5;0;3,7;3,5;0;3,9;270;18,9;0;21;54,62;0;562;0
23/02/2024 18:00;48;0,25;18,6;0;3,8;3,8;0;2,3;278;17,6;0;14;58,98;0;563;0
23/02/2024 19:00;43;0,26;16,1;0;0;0;0;1,5;259;16;0;22;67,46;0;563;0
23/02/2024 20:00;43;0,31;12,9;0;0;0;0;0,9;281;15,2;0;16;71,6;0;564;0
23/02/2024 21:00;62;0,7;4,6;34,2;23,2;57,3;0;0,5;28;13,7;0;32;75,95;0;564;0
23/02/2024 22:00;66;0,9;0,2;45,8;30,3;76,1;0;0,4;312;13,3;0;27;79,39;0;564;0
23/02/2024 23:00;72;1,14;0,1;76,3;26,8;103,1;0;0,6;6;12,4;0;28;80,5;0;564;0
24/02/2024 0:00;66;1,15;0,2;85,1;23,3;108,4;0;0,4;304;12,7;0;30;82,09;0;564;0
24/02/2024 1:00;66;0,98;0,2;68,6;23,3;91,9;0;0,5;316;12,6;0;29;81,8;0;564;0
24/02/2024 2:00;53;0,82;0,4;59,9;20,3;80,2;0;0,3;292;11,9;0;23;81,48;0;564;0
24/02/2024 3:00;43;0,55;0,7;37,7;16,6;54,2;0;0,4;320;11;0;21;82,95;0;563;0
24/02/2024 4:00;43;0,67;0;79,5;15,2;94,8;0;0,6;339;10,2;0;22;83,32;0;563;0
24/02/2024 5:00;40;0,46;0,8;40,3;14,8;55,1;0;0,6;323;10,7;0;20;85,53;0;563;0
24/02/2024 6:00;59;0,76;0,3;99,8;18,9;118,7;0;0,7;313;11,1;0;25;85,79;0;564;0
24/02/2024 7:00;86;0,7;0,2;64,1;17,1;81,2;0;0,6;299;11,7;0;30;85,37;0;564;0
24/02/2024 8:00;60;0,67;2,4;32;17;49;0;0,8;329;14,3;0;24;82,11;0;564;0
24/02/2024 9:00;54;0,57;8,5;15,8;15,8;31,6;0;1,3;322;18,5;0;27;65,32;0;565;0
24/02/2024 10:00;52;0,37;18,9;3,3;8,9;12,2;0;1,4;256;20,4;0;20;49,48;0;565;0
24/02/2024 11:00;50;0,34;26,4;1,2;6,8;8;0;1,2;294;20,5;0;22;46,01;0;565;0
24/02/2024 12:00;46;0,35;33,5;0,4;6,2;6,6;0;1,3;314;22,2;0;17;37,18;0;564;0
24/02/2024 13:00;66;0,31;34,4;0;4,6;4,4;0;2,4;271;22,4;0;22;36,13;0;564;0
24/02/2024 14:00;57;0,27;27,8;0;3,4;3,1;0;3;249;22,9;0;18;42,35;0;563;0
24/02/2024 15:00;58;0,28;24,5;0;0;0;0;3,5;265;20;0;26;48,34;0;563;0
24/02/2024 16:00;51;0,27;22,1;0;0;0;0;3,5;264;20,2;0;20;52;0;563;0
24/02/2024 17:00;40;0,27;20,5;0;0;0;0;2,8;265;18;0;20;58,23;0;563;0
24/02/2024 18:00;50;0,25;17,1;0;0;0;0;1,2;280;16,5;0,1;22;66,5;0;564;0
24/02/2024 19:00;42;0,37;12,9;1;10,3;11,2;0;1,2;220;15,7;0;19;69,98;0;564;0
24/02/2024 20:00;37;0,31;12,1;0;0;0;0;0,9;216;15;0;15;73,48;0;564;0
24/02/2024 21:00;37;0,32;12;0;0;0;0;0,6;217;14,8;0;23;74,35;0;565;0
24/02/2024 22:00;51;0,6;4,2;4,2;20;24,2;0;0,6;159;14,8;0;27;75,27;0;565;0
24/02/2024 23:00;43;0,44;8,5;1,3;15;16,3;0;0,6;143;14,7;0;27;71,37;0;566;0
25/02/2024 0:00;34;0,41;5,9;1,2;14,4;15,6;0;0,6;288;14,2;0;19;73,52;0;566;0
25/02/2024 1:00;35;0,38;4,1;4;15,4;19,4;0;0,6;314;13,1;0;23;76,72;0;565;0
25/02/2024 2:00;45;0,48;3;8,5;17,1;25,6;0;0,7;333;12,6;0;30;77,46;0;565;0
25/02/2024 3:00;40;0,56;0,3;15,5;18,7;34,1;0;0,6;275;11,3;0;26;79;0;565;0
25/02/2024 4:00;38;0,61;0,1;39,4;15,4;54,8;0;0,6;293;10,1;0;25;81,78;0;565;0
25/02/2024 5:00;35;0,51;0,3;31,1;15,8;46,9;0;0,6;218;9,2;0;22;82,86;0;565;0
25/02/2024 6:00;43;0,63;0,3;53,4;15,2;68,6;0;0,4;285;8,6;0;29;83,56;0;565;0
25/02/2024 7:00;55;0,89;0,4;80,4;14,9;95,3;0;0,5;251;8,5;0;23;84,33;0;566;0
25/02/2024 8:00;54;0,48;4,2;22;15,8;37,8;0;0,8;327;14,8;0;27;81,97;0;566;0
25/02/2024 9:00;28;0,31;14;5,9;8,3;14,2;0;1,4;337;18,3;0;23;60,96;0;566;0
25/02/2024 10:00;34;0,24;18,9;1,4;4,7;6,1;0;1,2;317;21;0;11;49,53;0;566;0
25/02/2024 11:00;37;0,21;24,5;0,2;3,2;3,4;0;1,4;300;21,7;0;12;42,17;0;566;0
25/02/2024 12:00;32;0,19;28,3;0;0;0;0;1,6;299;22,8;0;16;34,23;0;565;0
25/02/2024 13:00;36;0,2;25,8;0;0;0;0;2,4;282;20,6;0;15;40,9;0;564;0
25/02/2024 14:00;44;0,19;21,4;0;0;0;0;3,1;256;20,9;0;19;46,42;0;564;0
25/02/2024 15:00;42;0,19;19,7;0;0;0;0;3,4;271;19,6;0;21;49,82;0;564;0
25/02/2024 16:00;35;0,18;18,8;0;0;0;0;2,6;252;20,1;0;15;51,87;0;564;0
25/02/2024 17:00;32;0,18;18,7;0;0;0;0;2,3;259;18,4;0;13;54,09;0;564;0
25/02/2024 18:00;31;0,19;16,9;0;0;0;0;1,5;244;17,6;0;16;58,85;0;564;0
25/02/2024 19:00;35;0,19;15;0;0;0;0;1,4;210;15,4;0;17;65,65;0;564;0
25/02/2024 20:00;34;0,33;10,2;0;9,6;9,5;0;0,6;241;14,3;0;16;70,96;0;565;0
25/02/2024 21:00;42;0,43;8,1;2,5;12,8;15,3;0;0,7;246;13,8;0;22;73,14;0;565;0
25/02/2024 22:00;43;0,46;5,9;0,7;14,2;14,8;0;0,6;300;13,7;0;27;74,64;0;565;0
25/02/2024 23:00;49;0,73;0,1;25,8;26;51,7;0;0,5;348;13,6;0;23;74,85;0;566;0
26/02/2024 0:00;50;0,6;0,2;17,5;23,4;40,9;0;0,5;271;13,5;0;28;74,54;0;565;0
26/02/2024 1:00;44;0,54;1,2;10,3;18;28,3;0;0,5;313;12,4;0;21;76,83;0;565;0
26/02/2024 2:00;42;0,5;0,6;20,3;16,9;37,2;0;0,6;301;11,2;0;19;80,16;0;565;0
26/02/2024 3:00;41;0,49;0,2;41,7;15;56,7;0;0,5;330;10,2;0;23;81,61;0;565;0
26/02/2024 4:00;48;0,49;0,1;58,7;17,5;76,2;0;0,7;288;10,3;0;25;83,94;0;565;0
26/02/2024 5:00;46;0,49;0,8;49,2;18,3;67,5;0;0,5;309;9,2;0;32;83,27;0;565;0
26/02/2024 6:00;51;0,53;0,1;47,5;18,5;65,9;0;0,3;309;8,3;0;37;83,69;0;565;0
26/02/2024 7:00;66;1;0,2;96,2;17,3;113,5;0;0,6;341;7,9;0;38;84,23;0;565;0
26/02/2024 8:00;101;1,14;2;84,3;21,7;106;0;1,4;349;12;0;51;85,82;0;566;0
26/02/2024 9:00;71;0,7;8,4;30,2;18,7;48,9;0;1,3;330;17,1;0;36;68,13;0;566;0
26/02/2024 10:00;64;0;0;0;0;0;0;1,1;288;20,4;0;32;52,53;0;566;0
26/02/2024 11:00;51;0;0;0;0;0;0;1,6;347;22,2;1;28;43,6;0;566;0
26/02/2024 12:00;50;0,27;25,7;1,6;0;1,3;0;0,9;278;20,8;0;20;39,87;0;565;0
26/02/2024 13:00;52;0,34;32,6;0;0;0;0;1,1;216;22,5;0;23;38,08;0;564;0
26/02/2024 14:00;99;0,34;29,4;0;0;0;0;2,9;265;19,5;0;37;50,04;0;564;0
26/02/2024 15:00;66;0,25;25,5;0;0;0;0;2,7;262;18,5;0;24;55,39;0;564;0
26/02/2024 16:00;86;0,23;25,6;0;0;0;0;2,2;279;19,9;0;36;50,5;0;564;0
