Estacion;Fecha inicial;PM2.5
ZIPAQUIRÁ - EFZ;2023-12-28 08:00;27.76
ZIPAQUIRÁ - EFZ;2023-12-28 07:00;21.96
ZIPAQUIRÁ - EFZ;2023-12-28 06:00;21.0
ZIPAQUIRÁ - EFZ;2023-12-28 05:00;20.56
ZIPAQUIRÁ - EFZ;2023-12-28 04:00;10.16
ZIPAQUIRÁ - EFZ;2023-12-28 03:00;13.96
ZIPAQUIRÁ - EFZ;2023-12-28 02:00;13.2
ZIPAQUIRÁ - EFZ;2023-12-28 01:00;17.79
ZIPAQUIRÁ - EFZ;2023-12-28 00:00;12.08
ZIPAQUIRÁ - EFZ;2023-12-27 23:00;14.24
ZIPAQUIRÁ - EFZ;2023-12-27 22:00;19.72
ZIPAQUIRÁ - EFZ;2023-12-27 21:00;13.04
ZIPAQUIRÁ - EFZ;2023-12-27 20:00;13.72
ZIPAQUIRÁ - EFZ;2023-12-27 19:00;7.12
ZIPAQUIRÁ - EFZ;2023-12-27 18:00;9.88
ZIPAQUIRÁ - EFZ;2023-12-27 17:00;7.0
ZIPAQUIRÁ - EFZ;2023-12-27 16:00;6.88
ZIPAQUIRÁ - EFZ;2023-12-27 15:00;4.04
ZIPAQUIRÁ - EFZ;2023-12-27 14:00;5.2
ZIPAQUIRÁ - EFZ;2023-12-27 13:00;9.84
ZIPAQUIRÁ - EFZ;2023-12-27 12:00;6.48
ZIPAQUIRÁ - EFZ;2023-12-27 11:00;18.0
ZIPAQUIRÁ - EFZ;2023-12-27 10:00;18.16
ZIPAQUIRÁ - EFZ;2023-12-27 09:00;21.68
ZIPAQUIRÁ - EFZ;2023-12-27 08:00;14.24
ZIPAQUIRÁ - EFZ;2023-12-27 07:00;19.76
ZIPAQUIRÁ - EFZ;2023-12-27 06:00;13.68
ZIPAQUIRÁ - EFZ;2023-12-27 05:00;6.08
ZIPAQUIRÁ - EFZ;2023-12-27 04:00;8.12
ZIPAQUIRÁ - EFZ;2023-12-27 03:00;10.88
ZIPAQUIRÁ - EFZ;2023-12-27 02:00;7.92
ZIPAQUIRÁ - EFZ;2023-12-27 01:00;6.11
ZIPAQUIRÁ - EFZ;2023-12-27 00:00;9.16
ZIPAQUIRÁ - EFZ;2023-12-26 23:00;12.76
ZIPAQUIRÁ - EFZ;2023-12-26 22:00;7.2
ZIPAQUIRÁ - EFZ;2023-12-26 21:00;11.8
ZIPAQUIRÁ - EFZ;2023-12-26 20:00;7.12
ZIPAQUIRÁ - EFZ;2023-12-26 19:00;9.76
ZIPAQUIRÁ - EFZ;2023-12-26 18:00;4.28
ZIPAQUIRÁ - EFZ;2023-12-26 17:00;11.04
ZIPAQUIRÁ - EFZ;2023-12-26 16:00;11.68
ZIPAQUIRÁ - EFZ;2023-12-26 15:00;4.2
ZIPAQUIRÁ - EFZ;2023-12-26 14:00;8.96
ZIPAQUIRÁ - EFZ;2023-12-26 13:00;8.12
ZIPAQUIRÁ - EFZ;2023-12-26 12:00;13.24
ZIPAQUIRÁ - EFZ;2023-12-26 11:00;19.04
ZIPAQUIRÁ - EFZ;2023-12-26 10:00;20.36
ZIPAQUIRÁ - EFZ;2023-12-26 09:00;28.6
ZIPAQUIRÁ - EFZ;2023-12-26 08:00;19.0
ZIPAQUIRÁ - EFZ;2023-12-26 07:00;18.84
ZIPAQUIRÁ - EFZ;2023-12-26 06:00;14.84
ZIPAQUIRÁ - EFZ;2023-12-26 05:00;11.0
ZIPAQUIRÁ - EFZ;2023-12-26 04:00;10.8
ZIPAQUIRÁ - EFZ;2023-12-26 03:00;6.08
ZIPAQUIRÁ - EFZ;2023-12-26 02:00;8.12
ZIPAQUIRÁ - EFZ;2023-12-26 01:00;10.8
ZIPAQUIRÁ - EFZ;2023-12-26 00:00;6.12
ZIPAQUIRÁ - EFZ;2023-12-25 23:00;8.96
ZIPAQUIRÁ - EFZ;2023-12-25 22:00;8.04
ZIPAQUIRÁ - EFZ;2023-12-25 21:00;8.96
ZIPAQUIRÁ - EFZ;2023-12-25 20:00;8.08
ZIPAQUIRÁ - EFZ;2023-12-25 19:00;9.8
ZIPAQUIRÁ - EFZ;2023-12-25 18:00;4.96
ZIPAQUIRÁ - EFZ;2023-12-25 17:00;4.08
ZIPAQUIRÁ - EFZ;2023-12-25 16:00;6.24
ZIPAQUIRÁ - EFZ;2023-12-25 15:00;11.92
ZIPAQUIRÁ - EFZ;2023-12-25 14:00;9.76
ZIPAQUIRÁ - EFZ;2023-12-25 13:00;4.26
ZIPAQUIRÁ - EFZ;2023-12-25 12:00;14.96
ZIPAQUIRÁ - EFZ;2023-12-25 11:00;14.36
ZIPAQUIRÁ - EFZ;2023-12-25 10:00;23.4
ZIPAQUIRÁ - EFZ;2023-12-25 09:00;33.08
ZIPAQUIRÁ - EFZ;2023-12-25 08:00;35.04
ZIPAQUIRÁ - EFZ;2023-12-25 07:00;36.36
ZIPAQUIRÁ - EFZ;2023-12-25 06:00;44.72
ZIPAQUIRÁ - EFZ;2023-12-25 05:00;37.92
ZIPAQUIRÁ - EFZ;2023-12-25 04:00;35.84
ZIPAQUIRÁ - EFZ;2023-12-25 03:00;31.76
ZIPAQUIRÁ - EFZ;2023-12-25 02:00;25.96
ZIPAQUIRÁ - EFZ;2023-12-25 01:00;25.24
ZIPAQUIRÁ - EFZ;2023-12-25 00:00;31.2
ZIPAQUIRÁ - EFZ;2023-12-24 23:00;35.64
ZIPAQUIRÁ - EFZ;2023-12-24 22:00;26.6
ZIPAQUIRÁ - EFZ;2023-12-24 21:00;16.8
ZIPAQUIRÁ - EFZ;2023-12-24 20:00;11.68
ZIPAQUIRÁ - EFZ;2023-12-24 19:00;4.04
ZIPAQUIRÁ - EFZ;2023-12-24 18:00;4.96
ZIPAQUIRÁ - EFZ;2023-12-24 17:00;4.08
ZIPAQUIRÁ - EFZ;2023-12-24 16:00;5.96
ZIPAQUIRÁ - EFZ;2023-12-24 15:00;5.0
ZIPAQUIRÁ - EFZ;2023-12-24 14:00;5.04
ZIPAQUIRÁ - EFZ;2023-12-24 13:00;5.88
ZIPAQUIRÁ - EFZ;2023-12-24 12:00;3.12
ZIPAQUIRÁ - EFZ;2023-12-24 11:00;6.68
ZIPAQUIRÁ - EFZ;2023-12-24 10:00;23.04
ZIPAQUIRÁ - EFZ;2023-12-24 09:00;24.12
ZIPAQUIRÁ - EFZ;2023-12-24 08:00;26.84
ZIPAQUIRÁ - EFZ;2023-12-24 07:00;22.76
ZIPAQUIRÁ - EFZ;2023-12-24 06:00;16.72
ZIPAQUIRÁ - EFZ;2023-12-24 05:00;10.16
ZIPAQUIRÁ - EFZ;2023-12-24 04:00;13.96
ZIPAQUIRÁ - EFZ;2023-12-24 03:00;13.36
ZIPAQUIRÁ - EFZ;2023-12-24 02:00;21.68
ZIPAQUIRÁ - EFZ;2023-12-24 01:00;13.96
ZIPAQUIRÁ - EFZ;2023-12-24 00:00;13.0
ZIPAQUIRÁ - EFZ;2023-12-23 23:00;13.04
ZIPAQUIRÁ - EFZ;2023-12-23 22:00;13.96
ZIPAQUIRÁ - EFZ;2023-12-23 21:00;13.0
ZIPAQUIRÁ - EFZ;2023-12-23 20:00;12.92
ZIPAQUIRÁ - EFZ;2023-12-23 19:00;10.92
ZIPAQUIRÁ - EFZ;2023-12-23 18:00;8.84
ZIPAQUIRÁ - EFZ;2023-12-23 17:00;5.08
ZIPAQUIRÁ - EFZ;2023-12-23 16:00;7.2
ZIPAQUIRÁ - EFZ;2023-12-23 15:00;11.84
ZIPAQUIRÁ - EFZ;2023-12-23 14:00;8.08
ZIPAQUIRÁ - EFZ;2023-12-23 13:00;9.88
ZIPAQUIRÁ - EFZ;2023-12-23 12:00;7.4
ZIPAQUIRÁ - EFZ;2023-12-23 11:00;17.52
ZIPAQUIRÁ - EFZ;2023-12-23 10:00;30.2
ZIPAQUIRÁ - EFZ;2023-12-23 09:00;34.4
ZIPAQUIRÁ - EFZ;2023-12-23 08:00;20.0
ZIPAQUIRÁ - EFZ;2023-12-23 07:00;19.96
ZIPAQUIRÁ - EFZ;2023-12-23 06:00;19.68
ZIPAQUIRÁ - EFZ;2023-12-23 05:00;35.48
ZIPAQUIRÁ - EFZ;2023-12-23 04:00;22.76
ZIPAQUIRÁ - EFZ;2023-12-23 03:00;17.2
ZIPAQUIRÁ - EFZ;2023-12-23 02:00;22.0
ZIPAQUIRÁ - EFZ;2023-12-23 01:00;21.8
ZIPAQUIRÁ - EFZ;2023-12-23 00:00;17.12
ZIPAQUIRÁ - EFZ;2023-12-22 23:00;20.12
ZIPAQUIRÁ - EFZ;2023-12-22 22:00;22.68
ZIPAQUIRÁ - EFZ;2023-12-22 21:00;15.0
ZIPAQUIRÁ - EFZ;2023-12-22 20:00;14.84
ZIPAQUIRÁ - EFZ;2023-12-22 19:00;11.04
ZIPAQUIRÁ - EFZ;2023-12-22 18:00;11.92
ZIPAQUIRÁ - EFZ;2023-12-22 17:00;10.08
ZIPAQUIRÁ - EFZ;2023-12-22 16:00;12.12
ZIPAQUIRÁ - EFZ;2023-12-22 15:00;14.56
ZIPAQUIRÁ - EFZ;2023-12-22 14:00;4.12
ZIPAQUIRÁ - EFZ;2023-12-22 13:00;7.12
ZIPAQUIRÁ - EFZ;2023-12-22 12:00;12.29
ZIPAQUIRÁ - EFZ;2023-12-22 11:00;19.12
ZIPAQUIRÁ - EFZ;2023-12-22 10:00;22.08
ZIPAQUIRÁ - EFZ;2023-12-22 09:00;23.72
ZIPAQUIRÁ - EFZ;2023-12-22 08:00;17.04
ZIPAQUIRÁ - EFZ;2023-12-22 07:00;18.08
ZIPAQUIRÁ - EFZ;2023-12-22 06:00;20.0
ZIPAQUIRÁ - EFZ;2023-12-22 05:00;19.76
ZIPAQUIRÁ - EFZ;2023-12-22 04:00;14.04
ZIPAQUIRÁ - EFZ;2023-12-22 03:00;14.96
ZIPAQUIRÁ - EFZ;2023-12-22 02:00;14.08
ZIPAQUIRÁ - EFZ;2023-12-22 01:00;15.92
ZIPAQUIRÁ - EFZ;2023-12-22 00:00;14.4
ZIPAQUIRÁ - EFZ;2023-12-21 23:00;23.76
ZIPAQUIRÁ - EFZ;2023-12-21 22:00;18.36
ZIPAQUIRÁ - EFZ;2023-12-21 21:00;26.8
ZIPAQUIRÁ - EFZ;2023-12-21 20:00;21.8
ZIPAQUIRÁ - EFZ;2023-12-21 19:00;17.0
ZIPAQUIRÁ - EFZ;2023-12-21 18:00;17.0
ZIPAQUIRÁ - EFZ;2023-12-21 17:00;16.72
ZIPAQUIRÁ - EFZ;2023-12-21 16:00;10.28
ZIPAQUIRÁ - EFZ;2023-12-21 15:00;17.0
ZIPAQUIRÁ - EFZ;2023-12-21 14:00;17.0
ZIPAQUIRÁ - EFZ;2023-12-21 13:00;10.07
ZIPAQUIRÁ - EFZ;2023-12-21 12:00;13.0
ZIPAQUIRÁ - EFZ;2023-12-21 11:00;13.56
ZIPAQUIRÁ - EFZ;2023-12-21 10:00;27.0
ZIPAQUIRÁ - EFZ;2023-12-21 09:00;27.0
ZIPAQUIRÁ - EFZ;2023-12-21 08:00;27.08
ZIPAQUIRÁ - EFZ;2023-12-21 07:00;29.16
ZIPAQUIRÁ - EFZ;2023-12-21 06:00;33.16
ZIPAQUIRÁ - EFZ;2023-12-21 05:00;36.84
ZIPAQUIRÁ - EFZ;2023-12-21 04:00;32.56
ZIPAQUIRÁ - EFZ;2023-12-21 03:00;21.96
ZIPAQUIRÁ - EFZ;2023-12-21 02:00;20.8
ZIPAQUIRÁ - EFZ;2023-12-21 01:00;15.92
ZIPAQUIRÁ - EFZ;2023-12-21 00:00;14.32
ZIPAQUIRÁ - EFZ;2023-12-20 23:00;21.88
ZIPAQUIRÁ - EFZ;2023-12-20 22:00;19.12
ZIPAQUIRÁ - EFZ;2023-12-20 21:00;21.84
ZIPAQUIRÁ - EFZ;2023-12-20 20:00;17.72
ZIPAQUIRÁ - EFZ;2023-12-20 19:00;11.0
ZIPAQUIRÁ - EFZ;2023-12-20 18:00;10.84
ZIPAQUIRÁ - EFZ;2023-12-20 17:00;6.72
ZIPAQUIRÁ - EFZ;2023-12-20 15:00;14.96
ZIPAQUIRÁ - EFZ;2023-12-20 14:00;13.68
ZIPAQUIRÁ - EFZ;2023-12-20 13:00;6.04
ZIPAQUIRÁ - EFZ;2023-12-20 12:00;7.48
ZIPAQUIRÁ - EFZ;2023-12-20 11:00;19.16
ZIPAQUIRÁ - EFZ;2023-12-20 10:00;22.96
ZIPAQUIRÁ - EFZ;2023-12-20 09:00;22.0
ZIPAQUIRÁ - EFZ;2023-12-20 08:00;21.8
ZIPAQUIRÁ - EFZ;2023-12-20 07:00;16.84
ZIPAQUIRÁ - EFZ;2023-12-20 06:00;13.04
ZIPAQUIRÁ - EFZ;2023-12-20 05:00;13.84
ZIPAQUIRÁ - EFZ;2023-12-20 04:00;10.16
ZIPAQUIRÁ - EFZ;2023-12-20 03:00;13.84
ZIPAQUIRÁ - EFZ;2023-12-20 02:00;10.08
ZIPAQUIRÁ - EFZ;2023-12-20 01:00;12.0
ZIPAQUIRÁ - EFZ;2023-12-20 00:00;12.04
ZIPAQUIRÁ - EFZ;2023-12-19 23:00;13.24
ZIPAQUIRÁ - EFZ;2023-12-19 22:00;18.92
ZIPAQUIRÁ - EFZ;2023-12-19 21:00;17.08
ZIPAQUIRÁ - EFZ;2023-12-19 20:00;18.76
ZIPAQUIRÁ - EFZ;2023-12-19 19:00;12.92
ZIPAQUIRÁ - EFZ;2023-12-19 18:00;11.16
ZIPAQUIRÁ - EFZ;2023-12-19 17:00;15.4
ZIPAQUIRÁ - EFZ;2023-12-19 16:00;24.52
ZIPAQUIRÁ - EFZ;2023-12-19 15:00;13.2
ZIPAQUIRÁ - EFZ;2023-12-19 14:00;18.6
ZIPAQUIRÁ - EFZ;2023-12-19 13:00;32.86
ZIPAQUIRÁ - EFZ;2023-12-19 12:00;27.12
ZIPAQUIRÁ - EFZ;2023-12-19 11:00;30.4
ZIPAQUIRÁ - EFZ;2023-12-19 10:00;39.48
ZIPAQUIRÁ - EFZ;2023-12-19 09:00;26.84
ZIPAQUIRÁ - EFZ;2023-12-19 08:00;22.96
ZIPAQUIRÁ - EFZ;2023-12-19 07:00;21.68
ZIPAQUIRÁ - EFZ;2023-12-19 06:00;14.12
ZIPAQUIRÁ - EFZ;2023-12-19 05:00;16.96
ZIPAQUIRÁ - EFZ;2023-12-19 04:00;15.68
ZIPAQUIRÁ - EFZ;2023-12-19 03:00;8.2
ZIPAQUIRÁ - EFZ;2023-12-19 02:00;12.84
ZIPAQUIRÁ - EFZ;2023-12-19 01:00;9.0
ZIPAQUIRÁ - EFZ;2023-12-19 00:00;9.32
ZIPAQUIRÁ - EFZ;2023-12-18 23:00;17.64
ZIPAQUIRÁ - EFZ;2023-12-18 22:00;32.96
ZIPAQUIRÁ - EFZ;2023-12-18 21:00;31.52
ZIPAQUIRÁ - EFZ;2023-12-18 20:00;19.52
ZIPAQUIRÁ - EFZ;2023-12-18 19:00;8.64
ZIPAQUIRÁ - EFZ;2023-12-18 18:00;23.76
ZIPAQUIRÁ - EFZ;2023-12-18 17:00;17.92
ZIPAQUIRÁ - EFZ;2023-12-18 16:00;15.92
ZIPAQUIRÁ - EFZ;2023-12-18 15:00;13.8
ZIPAQUIRÁ - EFZ;2023-12-18 14:00;9.36
ZIPAQUIRÁ - EFZ;2023-12-18 13:00;18.0
ZIPAQUIRÁ - EFZ;2023-12-18 12:00;17.68
ZIPAQUIRÁ - EFZ;2023-12-18 11:00;10.0
ZIPAQUIRÁ - EFZ;2023-12-18 08:00;14.0
ZIPAQUIRÁ - EFZ;2023-12-18 07:00;19.68
ZIPAQUIRÁ - EFZ;2023-12-18 06:00;11.84
ZIPAQUIRÁ - EFZ;2023-12-18 05:00;8.28
ZIPAQUIRÁ - EFZ;2023-12-18 04:00;14.84
ZIPAQUIRÁ - EFZ;2023-12-18 03:00;10.88
ZIPAQUIRÁ - EFZ;2023-12-18 02:00;8.12
ZIPAQUIRÁ - EFZ;2023-12-18 01:00;11.04
ZIPAQUIRÁ - EFZ;2023-12-18 00:00;12.2
ZIPAQUIRÁ - EFZ;2023-12-17 23:00;16.72
ZIPAQUIRÁ - EFZ;2023-12-17 22:00;9.96
ZIPAQUIRÁ - EFZ;2023-12-17 21:00;9.2
ZIPAQUIRÁ - EFZ;2023-12-17 20:00;14.12
ZIPAQUIRÁ - EFZ;2023-12-17 19:00;16.68
ZIPAQUIRÁ - EFZ;2023-12-17 18:00;9.08
ZIPAQUIRÁ - EFZ;2023-12-17 17:00;11.36
ZIPAQUIRÁ - EFZ;2023-12-17 16:00;19.56
ZIPAQUIRÁ - EFZ;2023-12-17 15:00;9.08
ZIPAQUIRÁ - EFZ;2023-12-17 14:00;11.08
ZIPAQUIRÁ - EFZ;2023-12-17 13:00;13.0
ZIPAQUIRÁ - EFZ;2023-12-17 12:00;13.16
ZIPAQUIRÁ - EFZ;2023-12-17 11:00;17.72
ZIPAQUIRÁ - EFZ;2023-12-17 10:00;34.36
ZIPAQUIRÁ - EFZ;2023-12-17 09:00;19.0
ZIPAQUIRÁ - EFZ;2023-12-17 08:00;18.64
ZIPAQUIRÁ - EFZ;2023-12-17 07:00;10.08
ZIPAQUIRÁ - EFZ;2023-12-17 06:00;11.96
ZIPAQUIRÁ - EFZ;2023-12-17 05:00;11.2
ZIPAQUIRÁ - EFZ;2023-12-17 04:00;16.04
ZIPAQUIRÁ - EFZ;2023-12-17 03:00;16.92
ZIPAQUIRÁ - EFZ;2023-12-17 02:00;15.0
ZIPAQUIRÁ - EFZ;2023-12-17 01:00;15.08
ZIPAQUIRÁ - EFZ;2023-12-17 00:00;17.24
ZIPAQUIRÁ - EFZ;2023-12-16 23:00;22.64
ZIPAQUIRÁ - EFZ;2023-12-16 22:00;14.24
ZIPAQUIRÁ - EFZ;2023-12-16 21:00;19.72
ZIPAQUIRÁ - EFZ;2023-12-16 20:00;13.36
ZIPAQUIRÁ - EFZ;2023-12-16 19:00;21.92
ZIPAQUIRÁ - EFZ;2023-12-16 18:00;20.16
ZIPAQUIRÁ - EFZ;2023-12-16 17:00;23.92
ZIPAQUIRÁ - EFZ;2023-12-16 16:00;21.88
ZIPAQUIRÁ - EFZ;2023-12-16 15:00;18.8
ZIPAQUIRÁ - EFZ;2023-12-16 14:00;14.28
ZIPAQUIRÁ - EFZ;2023-12-16 13:00;21.21
ZIPAQUIRÁ - EFZ;2023-12-16 12:00;29.92
ZIPAQUIRÁ - EFZ;2023-12-16 11:00;28.2
ZIPAQUIRÁ - EFZ;2023-12-16 10:00;33.24
ZIPAQUIRÁ - EFZ;2023-12-16 09:00;39.52
ZIPAQUIRÁ - EFZ;2023-12-16 08:00;51.2
ZIPAQUIRÁ - EFZ;2023-12-16 07:00;31.68
ZIPAQUIRÁ - EFZ;2023-12-16 06:00;24.2
ZIPAQUIRÁ - EFZ;2023-12-16 05:00;28.68
ZIPAQUIRÁ - EFZ;2023-12-16 04:00;20.8
ZIPAQUIRÁ - EFZ;2023-12-16 03:00;16.04
ZIPAQUIRÁ - EFZ;2023-12-16 02:00;16.8
ZIPAQUIRÁ - EFZ;2023-12-16 01:00;12.16
ZIPAQUIRÁ - EFZ;2023-12-16 00:00;16.44
ZIPAQUIRÁ - EFZ;2023-12-15 23:00;26.6
ZIPAQUIRÁ - EFZ;2023-12-15 22:00;16.8
ZIPAQUIRÁ - EFZ;2023-12-15 21:00;12.04
ZIPAQUIRÁ - EFZ;2023-12-15 20:00;12.88
ZIPAQUIRÁ - EFZ;2023-12-15 19:00;10.16
ZIPAQUIRÁ - EFZ;2023-12-15 18:00;14.36
ZIPAQUIRÁ - EFZ;2023-12-15 17:00;22.48
ZIPAQUIRÁ - EFZ;2023-12-15 16:00;10.0
ZIPAQUIRÁ - EFZ;2023-12-15 15:00;10.12
ZIPAQUIRÁ - EFZ;2023-12-15 14:00;13.16
ZIPAQUIRÁ - EFZ;2023-12-15 13:00;17.12
ZIPAQUIRÁ - EFZ;2023-12-15 12:00;21.76
ZIPAQUIRÁ - EFZ;2023-12-15 11:00;16.12
ZIPAQUIRÁ - EFZ;2023-12-15 10:00;18.92
ZIPAQUIRÁ - EFZ;2023-12-15 09:00;17.12
ZIPAQUIRÁ - EFZ;2023-12-15 08:00;20.0
ZIPAQUIRÁ - EFZ;2023-12-15 07:00;19.76
ZIPAQUIRÁ - EFZ;2023-12-15 06:00;14.12
ZIPAQUIRÁ - EFZ;2023-12-15 05:00;16.84
ZIPAQUIRÁ - EFZ;2023-12-15 04:00;13.04
ZIPAQUIRÁ - EFZ;2023-12-15 03:00;13.84
ZIPAQUIRÁ - EFZ;2023-12-15 02:00;10.44
ZIPAQUIRÁ - EFZ;2023-12-15 01:00;20.92
ZIPAQUIRÁ - EFZ;2023-12-15 00:00;19.24
ZIPAQUIRÁ - EFZ;2023-12-14 23:00;25.0
ZIPAQUIRÁ - EFZ;2023-12-14 22:00;25.16
ZIPAQUIRÁ - EFZ;2023-12-14 21:00;28.68
ZIPAQUIRÁ - EFZ;2023-12-14 20:00;21.0
ZIPAQUIRÁ - EFZ;2023-12-14 19:00;20.52
ZIPAQUIRÁ - EFZ;2023-12-14 18:00;9.12
ZIPAQUIRÁ - EFZ;2023-12-14 17:00;12.2
ZIPAQUIRÁ - EFZ;2023-12-14 16:00;16.72
ZIPAQUIRÁ - EFZ;2023-12-14 15:00;10.04
ZIPAQUIRÁ - EFZ;2023-12-14 14:00;11.24
ZIPAQUIRÁ - EFZ;2023-12-14 13:00;17.0
ZIPAQUIRÁ - EFZ;2023-12-14 12:00;17.16
ZIPAQUIRÁ - EFZ;2023-12-14 11:00;21.84
ZIPAQUIRÁ - EFZ;2023-12-14 10:00;41.32
ZIPAQUIRÁ - EFZ;2023-12-14 09:00;25.28
ZIPAQUIRÁ - EFZ;2023-12-14 08:00;32.12
ZIPAQUIRÁ - EFZ;2023-12-14 07:00;34.36
ZIPAQUIRÁ - EFZ;2023-12-14 06:00;19.08
ZIPAQUIRÁ - EFZ;2023-12-14 05:00;20.52
ZIPAQUIRÁ - EFZ;2023-12-14 04:00;9.08
ZIPAQUIRÁ - EFZ;2023-12-14 03:00;10.96
ZIPAQUIRÁ - EFZ;2023-12-14 02:00;10.04
ZIPAQUIRÁ - EFZ;2023-12-14 01:00;11.32
ZIPAQUIRÁ - EFZ;2023-12-14 00:00;18.92
ZIPAQUIRÁ - EFZ;2023-12-13 23:00;16.88
ZIPAQUIRÁ - EFZ;2023-12-13 22:00;14.04
ZIPAQUIRÁ - EFZ;2023-12-13 21:00;20.03
ZIPAQUIRÁ - EFZ;2023-12-13 19:00;19.44
ZIPAQUIRÁ - EFZ;2023-12-13 18:00;5.96
ZIPAQUIRÁ - EFZ;2023-12-13 17:00;5.0
ZIPAQUIRÁ - EFZ;2023-12-13 16:00;5.08
ZIPAQUIRÁ - EFZ;2023-12-13 15:00;6.96
ZIPAQUIRÁ - EFZ;2023-12-13 14:00;6.08
ZIPAQUIRÁ - EFZ;2023-12-13 13:00;7.95
ZIPAQUIRÁ - EFZ;2023-12-13 12:00;6.04
ZIPAQUIRÁ - EFZ;2023-12-13 11:00;8.65
ZIPAQUIRÁ - EFZ;2023-12-13 09:00;44.72
ZIPAQUIRÁ - EFZ;2023-12-13 08:00;38.0
ZIPAQUIRÁ - EFZ;2023-12-13 07:00;37.68
ZIPAQUIRÁ - EFZ;2023-12-13 06:00;29.48
ZIPAQUIRÁ - EFZ;2023-12-13 05:00;16.88
ZIPAQUIRÁ - EFZ;2023-12-13 04:00;13.76
ZIPAQUIRÁ - EFZ;2023-12-13 03:00;8.0
ZIPAQUIRÁ - EFZ;2023-12-13 02:00;7.92
ZIPAQUIRÁ - EFZ;2023-12-13 01:00;6.12
ZIPAQUIRÁ - EFZ;2023-12-13 00:00;9.4
ZIPAQUIRÁ - EFZ;2023-12-12 23:00;18.84
ZIPAQUIRÁ - EFZ;2023-12-12 22:00;15.64
ZIPAQUIRÁ - EFZ;2023-12-12 21:00;30.2
ZIPAQUIRÁ - EFZ;2023-12-12 20:00;10.96
ZIPAQUIRÁ - EFZ;2023-12-12 19:00;10.12
ZIPAQUIRÁ - EFZ;2023-12-12 18:00;12.64
ZIPAQUIRÁ - EFZ;2023-12-12 17:00;4.2
ZIPAQUIRÁ - EFZ;2023-12-12 16:00;9.16
ZIPAQUIRÁ - EFZ;2023-12-12 15:00;12.88
ZIPAQUIRÁ - EFZ;2023-12-12 14:00;10.16
ZIPAQUIRÁ - EFZ;2023-12-12 13:00;13.88
ZIPAQUIRÁ - EFZ;2023-12-12 12:00;9.36
ZIPAQUIRÁ - EFZ;2023-12-12 11:00;18.72
ZIPAQUIRÁ - EFZ;2023-12-12 10:00;37.33
ZIPAQUIRÁ - EFZ;2023-12-12 09:00;67.59
ZIPAQUIRÁ - EFZ;2023-12-12 08:00;33.96
ZIPAQUIRÁ - EFZ;2023-12-12 07:00;33.16
ZIPAQUIRÁ - EFZ;2023-12-12 06:00;36.52
ZIPAQUIRÁ - EFZ;2023-12-12 05:00;25.08
ZIPAQUIRÁ - EFZ;2023-12-12 04:00;26.72
ZIPAQUIRÁ - EFZ;2023-12-12 03:00;20.08
ZIPAQUIRÁ - EFZ;2023-12-12 02:00;22.44
ZIPAQUIRÁ - EFZ;2023-12-12 01:00;32.36
ZIPAQUIRÁ - EFZ;2023-12-12 00:00;17.32
ZIPAQUIRÁ - EFZ;2023-12-11 23:00;24.72
ZIPAQUIRÁ - EFZ;2023-12-11 22:00;17.8
ZIPAQUIRÁ - EFZ;2023-12-11 21:00;12.92
ZIPAQUIRÁ - EFZ;2023-12-11 20:00;10.96
ZIPAQUIRÁ - EFZ;2023-12-11 19:00;9.92
ZIPAQUIRÁ - EFZ;2023-12-11 18:00;7.84
ZIPAQUIRÁ - EFZ;2023-12-11 17:00;4.07
ZIPAQUIRÁ - EFZ;2023-12-11 16:00;5.97
ZIPAQUIRÁ - EFZ;2023-12-11 15:00;5.1
ZIPAQUIRÁ - EFZ;2023-12-11 14:00;8.18
ZIPAQUIRÁ - EFZ;2023-12-11 13:00;12.93
ZIPAQUIRÁ - EFZ;2023-12-11 12:00;9.0
ZIPAQUIRÁ - EFZ;2023-12-11 10:00;11.53
ZIPAQUIRÁ - EFZ;2023-12-11 09:00;25.97
ZIPAQUIRÁ - EFZ;2023-12-11 08:00;24.51
ZIPAQUIRÁ - EFZ;2023-12-11 07:00;11.07
ZIPAQUIRÁ - EFZ;2023-12-11 06:00;12.86
ZIPAQUIRÁ - EFZ;2023-12-11 05:00;9.21
ZIPAQUIRÁ - EFZ;2023-12-11 04:00;15.0
ZIPAQUIRÁ - EFZ;2023-12-11 03:00;14.79
ZIPAQUIRÁ - EFZ;2023-12-11 02:00;9.07
ZIPAQUIRÁ - EFZ;2023-12-11 01:00;10.75
ZIPAQUIRÁ - EFZ;2023-12-11 00:00;4.04
ZIPAQUIRÁ - EFZ;2023-12-10 23:00;5.14
ZIPAQUIRÁ - EFZ;2023-12-10 22:00;9.0
ZIPAQUIRÁ - EFZ;2023-12-10 21:00;8.89
ZIPAQUIRÁ - EFZ;2023-12-10 20:00;5.96
ZIPAQUIRÁ - EFZ;2023-12-10 19:00;4.96
ZIPAQUIRÁ - EFZ;2023-12-10 18:00;4.0
ZIPAQUIRÁ - EFZ;2023-12-10 10:00;4.14
ZIPAQUIRÁ - EFZ;2023-12-10 04:00;6.0
ZIPAQUIRÁ - EFZ;2023-12-10 02:00;8.11
ZIPAQUIRÁ - EFZ;2023-12-10 01:00;10.96
ZIPAQUIRÁ - EFZ;2023-12-10 00:00;10.28
ZIPAQUIRÁ - EFZ;2023-12-09 22:00;9.88
