Estacion;Fecha inicial;PM2.5
ZIPAQUIRÁ - EFZ;2023-12-09 21:00;6.96
ZIPAQUIRÁ - EFZ;2023-12-09 20:00;6.08
ZIPAQUIRÁ - EFZ;2023-12-09 19:00;7.84
ZIPAQUIRÁ - EFZ;2023-12-09 18:00;4.04
ZIPAQUIRÁ - EFZ;2023-12-09 17:00;4.92
ZIPAQUIRÁ - EFZ;2023-12-09 15:00;4.0
ZIPAQUIRÁ - EFZ;2023-12-09 14:00;4.04
ZIPAQUIRÁ - EFZ;2023-12-09 13:00;5.09
ZIPAQUIRÁ - EFZ;2023-12-09 12:00;8.88
ZIPAQUIRÁ - EFZ;2023-12-09 11:00;6.04
ZIPAQUIRÁ - EFZ;2023-12-09 10:00;7.16
ZIPAQUIRÁ - EFZ;2023-12-09 09:00;11.16
ZIPAQUIRÁ - EFZ;2023-12-09 08:00;15.2
ZIPAQUIRÁ - EFZ;2023-12-09 07:00;19.68
ZIPAQUIRÁ - EFZ;2023-12-09 06:00;11.92
ZIPAQUIRÁ - EFZ;2023-12-09 05:00;10.12
ZIPAQUIRÁ - EFZ;2023-12-09 03:00;12.84
ZIPAQUIRÁ - EFZ;2023-12-09 02:00;9.36
ZIPAQUIRÁ - EFZ;2023-12-09 01:00;18.44
ZIPAQUIRÁ - EFZ;2023-12-09 00:00;28.6
ZIPAQUIRÁ - EFZ;2023-12-08 23:00;19.04
ZIPAQUIRÁ - EFZ;2023-12-08 22:00;19.76
ZIPAQUIRÁ - EFZ;2023-12-08 21:00;13.88
ZIPAQUIRÁ - EFZ;2023-12-08 20:00;11.0
ZIPAQUIRÁ - EFZ;2023-12-08 19:00;10.96
ZIPAQUIRÁ - EFZ;2023-12-08 18:00;9.72
ZIPAQUIRÁ - EFZ;2023-12-08 17:00;2.96
ZIPAQUIRÁ - EFZ;2023-12-08 16:00;1.92
ZIPAQUIRÁ - EFZ;2023-12-08 15:00;0.08
ZIPAQUIRÁ - EFZ;2023-12-08 14:00;2.04
ZIPAQUIRÁ - EFZ;2023-12-08 13:00;3.02
ZIPAQUIRÁ - EFZ;2023-12-08 12:00;4.2
ZIPAQUIRÁ - EFZ;2023-12-08 09:00;14.0
ZIPAQUIRÁ - EFZ;2023-12-08 08:00;14.44
ZIPAQUIRÁ - EFZ;2023-12-08 05:00;38.44
ZIPAQUIRÁ - EFZ;2023-12-08 04:00;25.08
ZIPAQUIRÁ - EFZ;2023-12-08 03:00;27.08
ZIPAQUIRÁ - EFZ;2023-12-08 02:00;29.04
ZIPAQUIRÁ - EFZ;2023-12-08 01:00;30.36
ZIPAQUIRÁ - EFZ;2023-12-08 00:00;38.44
ZIPAQUIRÁ - EFZ;2023-12-07 23:00;25.44
ZIPAQUIRÁ - EFZ;2023-12-07 21:00;18.12
ZIPAQUIRÁ - EFZ;2023-12-07 20:00;20.68
ZIPAQUIRÁ - EFZ;2023-12-07 19:00;12.93
ZIPAQUIRÁ - EFZ;2023-12-07 18:00;11.0
ZIPAQUIRÁ - EFZ;2023-12-07 17:00;10.97
ZIPAQUIRÁ - EFZ;2023-12-07 16:00;9.93
ZIPAQUIRÁ - EFZ;2023-12-07 15:00;8.0
ZIPAQUIRÁ - EFZ;2023-12-07 14:00;8.18
ZIPAQUIRÁ - EFZ;2023-12-07 13:00;12.96
ZIPAQUIRÁ - EFZ;2023-12-07 12:00;11.18
ZIPAQUIRÁ - EFZ;2023-12-07 11:00;16.63
ZIPAQUIRÁ - EFZ;2023-12-07 10:00;34.04
ZIPAQUIRÁ - EFZ;2023-12-07 09:00;35.35
ZIPAQUIRÁ - EFZ;2023-12-07 08:00;44.75
ZIPAQUIRÁ - EFZ;2023-12-07 07:00;37.21
ZIPAQUIRÁ - EFZ;2023-12-07 06:00;14.89
ZIPAQUIRÁ - EFZ;2023-12-07 05:00;11.97
ZIPAQUIRÁ - EFZ;2023-12-07 04:00;11.24
ZIPAQUIRÁ - EFZ;2023-12-07 03:00;17.65
ZIPAQUIRÁ - EFZ;2023-12-07 02:00;8.28
ZIPAQUIRÁ - EFZ;2023-12-07 01:00;15.86
ZIPAQUIRÁ - EFZ;2023-12-07 00:00;12.25
ZIPAQUIRÁ - EFZ;2023-12-06 23:00;18.75
ZIPAQUIRÁ - EFZ;2023-12-06 22:00;11.89
ZIPAQUIRÁ - EFZ;2023-12-06 21:00;9.07
ZIPAQUIRÁ - EFZ;2023-12-06 20:00;11.35
ZIPAQUIRÁ - EFZ;2023-12-06 19:00;20.47
ZIPAQUIRÁ - EFZ;2023-12-06 18:00;5.93
ZIPAQUIRÁ - EFZ;2023-12-06 17:00;3.96
ZIPAQUIRÁ - EFZ;2023-12-06 16:00;2.96
ZIPAQUIRÁ - EFZ;2023-12-06 15:00;2.04
ZIPAQUIRÁ - EFZ;2023-12-06 14:00;3.14
ZIPAQUIRÁ - EFZ;2023-12-06 13:00;7.11
ZIPAQUIRÁ - EFZ;2023-12-06 12:00;12.96
ZIPAQUIRÁ - EFZ;2023-12-06 11:00;12.42
ZIPAQUIRÁ - EFZ;2023-12-06 10:00;24.63
ZIPAQUIRÁ - EFZ;2023-12-06 09:00;41.61
ZIPAQUIRÁ - EFZ;2023-12-06 08:00;31.28
ZIPAQUIRÁ - EFZ;2023-12-06 07:00;38.19
ZIPAQUIRÁ - EFZ;2023-12-06 06:00;16.32
ZIPAQUIRÁ - EFZ;2023-12-06 05:00;24.86
ZIPAQUIRÁ - EFZ;2023-12-06 04:00;20.89
ZIPAQUIRÁ - EFZ;2023-12-06 03:00;18.07
ZIPAQUIRÁ - EFZ;2023-12-06 02:00;20.0
ZIPAQUIRÁ - EFZ;2023-12-06 01:00;19.79
ZIPAQUIRÁ - EFZ;2023-12-06 00:00;14.0
ZIPAQUIRÁ - EFZ;2023-12-05 23:00;13.82
ZIPAQUIRÁ - EFZ;2023-12-05 22:00;9.14
ZIPAQUIRÁ - EFZ;2023-12-05 21:00;12.93
ZIPAQUIRÁ - EFZ;2023-12-05 20:00;10.96
ZIPAQUIRÁ - EFZ;2023-12-05 19:00;9.89
ZIPAQUIRÁ - EFZ;2023-12-05 18:00;6.89
ZIPAQUIRÁ - EFZ;2023-12-05 17:00;4.07
ZIPAQUIRÁ - EFZ;2023-12-05 16:00;6.04
ZIPAQUIRÁ - EFZ;2023-12-05 15:00;7.18
ZIPAQUIRÁ - EFZ;2023-12-05 14:00;12.1
ZIPAQUIRÁ - EFZ;2023-12-05 13:00;15.04
ZIPAQUIRÁ - EFZ;2023-12-05 12:00;17.41
ZIPAQUIRÁ - EFZ;2023-12-05 11:00;29.55
ZIPAQUIRÁ - EFZ;2023-12-05 10:00;44.79
ZIPAQUIRÁ - EFZ;2023-12-05 09:00;39.97
ZIPAQUIRÁ - EFZ;2023-12-05 08:00;65.52
ZIPAQUIRÁ - EFZ;2023-12-05 07:00;23.76
ZIPAQUIRÁ - EFZ;2023-12-05 06:00;17.0
ZIPAQUIRÁ - EFZ;2023-12-05 05:00;17.17
ZIPAQUIRÁ - EFZ;2023-12-05 04:00;21.83
ZIPAQUIRÁ - EFZ;2023-12-05 03:00;17.24
ZIPAQUIRÁ - EFZ;2023-12-05 02:00;23.83
ZIPAQUIRÁ - EFZ;2023-12-05 01:00;18.82
ZIPAQUIRÁ - EFZ;2023-12-05 00:00;14.0
ZIPAQUIRÁ - EFZ;2023-12-04 23:00;14.03
ZIPAQUIRÁ - EFZ;2023-12-04 22:00;15.14
ZIPAQUIRÁ - EFZ;2023-12-04 21:00;18.93
ZIPAQUIRÁ - EFZ;2023-12-04 20:00;17.07
ZIPAQUIRÁ - EFZ;2023-12-04 19:00;18.79
ZIPAQUIRÁ - EFZ;2023-12-04 18:00;12.83
ZIPAQUIRÁ - EFZ;2023-12-04 17:00;8.07
ZIPAQUIRÁ - EFZ;2023-12-04 16:00;9.79
ZIPAQUIRÁ - EFZ;2023-12-04 15:00;4.03
ZIPAQUIRÁ - EFZ;2023-12-04 14:00;5.04
ZIPAQUIRÁ - EFZ;2023-12-04 13:00;6.14
ZIPAQUIRÁ - EFZ;2023-12-04 12:00;9.97
ZIPAQUIRÁ - EFZ;2023-12-04 11:00;9.41
ZIPAQUIRÁ - EFZ;2023-12-04 10:00;21.21
ZIPAQUIRÁ - EFZ;2023-12-04 09:00;27.07
ZIPAQUIRÁ - EFZ;2023-12-04 08:00;29.1
ZIPAQUIRÁ - EFZ;2023-12-04 07:00;31.66
ZIPAQUIRÁ - EFZ;2023-12-04 06:00;21.76
ZIPAQUIRÁ - EFZ;2023-12-04 05:00;15.07
ZIPAQUIRÁ - EFZ;2023-12-04 04:00;16.93
ZIPAQUIRÁ - EFZ;2023-12-04 03:00;15.0
ZIPAQUIRÁ - EFZ;2023-12-04 02:00;14.83
ZIPAQUIRÁ - EFZ;2023-12-04 01:00;10.49
ZIPAQUIRÁ - EFZ;2023-12-04 00:00;23.62
ZIPAQUIRÁ - EFZ;2023-12-03 23:00;12.79
ZIPAQUIRÁ - EFZ;2023-12-03 22:00;6.97
ZIPAQUIRÁ - EFZ;2023-12-03 21:00;6.31
ZIPAQUIRÁ - EFZ;2023-12-03 20:00;14.9
ZIPAQUIRÁ - EFZ;2023-12-03 19:00;11.86
ZIPAQUIRÁ - EFZ;2023-12-03 18:00;7.9
ZIPAQUIRÁ - EFZ;2023-12-03 17:00;5.0
ZIPAQUIRÁ - EFZ;2023-12-03 16:00;5.1
ZIPAQUIRÁ - EFZ;2023-12-03 15:00;8.0
ZIPAQUIRÁ - EFZ;2023-12-03 14:00;7.97
ZIPAQUIRÁ - EFZ;2023-12-03 13:00;7.26
ZIPAQUIRÁ - EFZ;2023-12-03 12:00;21.97
ZIPAQUIRÁ - EFZ;2023-12-03 11:00;21.31
ZIPAQUIRÁ - EFZ;2023-12-03 10:00;30.1
ZIPAQUIRÁ - EFZ;2023-12-03 09:00;33.41
ZIPAQUIRÁ - EFZ;2023-12-03 08:00;44.52
ZIPAQUIRÁ - EFZ;2023-12-03 07:00;30.72
ZIPAQUIRÁ - EFZ;2023-12-03 06:00;22.9
ZIPAQUIRÁ - EFZ;2023-12-03 05:00;19.72
ZIPAQUIRÁ - EFZ;2023-12-03 04:00;12.17
ZIPAQUIRÁ - EFZ;2023-12-03 03:00;17.1
ZIPAQUIRÁ - EFZ;2023-12-03 02:00;19.93
ZIPAQUIRÁ - EFZ;2023-12-03 01:00;17.82
ZIPAQUIRÁ - EFZ;2023-12-03 00:00;13.0
ZIPAQUIRÁ - EFZ;2023-12-02 23:00;13.04
ZIPAQUIRÁ - EFZ;2023-12-02 22:00;14.14
ZIPAQUIRÁ - EFZ;2023-12-02 21:00;17.75
ZIPAQUIRÁ - EFZ;2023-12-02 20:00;11.07
ZIPAQUIRÁ - EFZ;2023-12-02 19:00;12.75
ZIPAQUIRÁ - EFZ;2023-12-02 18:00;5.93
ZIPAQUIRÁ - EFZ;2023-12-02 17:00;4.07
ZIPAQUIRÁ - EFZ;2023-12-02 16:00;6.04
ZIPAQUIRÁ - EFZ;2023-12-02 15:00;7.04
ZIPAQUIRÁ - EFZ;2023-12-02 14:00;7.86
ZIPAQUIRÁ - EFZ;2023-12-02 13:00;4.02
ZIPAQUIRÁ - EFZ;2023-12-02 12:00;5.07
ZIPAQUIRÁ - EFZ;2023-12-02 11:00;7.49
ZIPAQUIRÁ - EFZ;2023-12-02 10:00;22.37
ZIPAQUIRÁ - EFZ;2023-12-02 09:00;59.75
ZIPAQUIRÁ - EFZ;2023-12-02 08:00;52.09
ZIPAQUIRÁ - EFZ;2023-12-02 07:00;27.07
ZIPAQUIRÁ - EFZ;2023-12-02 06:00;28.47
ZIPAQUIRÁ - EFZ;2023-12-02 05:00;14.07
ZIPAQUIRÁ - EFZ;2023-12-02 04:00;15.86
ZIPAQUIRÁ - EFZ;2023-12-02 03:00;11.86
ZIPAQUIRÁ - EFZ;2023-12-02 02:00;8.07
ZIPAQUIRÁ - EFZ;2023-12-02 01:00;10.18
ZIPAQUIRÁ - EFZ;2023-12-02 00:00;14.93
ZIPAQUIRÁ - EFZ;2023-12-01 23:00;13.0
ZIPAQUIRÁ - EFZ;2023-12-01 22:00;13.21
ZIPAQUIRÁ - EFZ;2023-12-01 21:00;18.75
ZIPAQUIRÁ - EFZ;2023-12-01 20:00;12.0
ZIPAQUIRÁ - EFZ;2023-12-01 19:00;11.86
ZIPAQUIRÁ - EFZ;2023-12-01 18:00;7.93
ZIPAQUIRÁ - EFZ;2023-12-01 17:00;5.96
ZIPAQUIRÁ - EFZ;2023-12-01 16:00;5.1
ZIPAQUIRÁ - EFZ;2023-12-01 15:00;7.97
ZIPAQUIRÁ - EFZ;2023-12-01 14:00;7.03
ZIPAQUIRÁ - EFZ;2023-12-01 13:00;8.02
ZIPAQUIRÁ - EFZ;2023-12-01 12:00;9.07
ZIPAQUIRÁ - EFZ;2023-12-01 11:00;11.66
ZIPAQUIRÁ - EFZ;2023-12-01 10:00;30.17
ZIPAQUIRÁ - EFZ;2023-12-01 09:00;35.17
ZIPAQUIRÁ - EFZ;2023-12-01 08:00;39.55
ZIPAQUIRÁ - EFZ;2023-12-01 07:00;26.72
ZIPAQUIRÁ - EFZ;2023-12-01 06:00;18.97
ZIPAQUIRÁ - EFZ;2023-12-01 05:00;18.03
ZIPAQUIRÁ - EFZ;2023-12-01 04:00;19.0
ZIPAQUIRÁ - EFZ;2023-12-01 03:00;19.07
ZIPAQUIRÁ - EFZ;2023-12-01 02:00;20.79
ZIPAQUIRÁ - EFZ;2023-12-01 01:00;15.11
ZIPAQUIRÁ - EFZ;2023-12-01 00:00;17.97
ZIPAQUIRA - URBANO;2024-02-28 22:59;16.09
ZIPAQUIRA - URBANO;2024-02-28 21:59;16.21
ZIPAQUIRA - URBANO;2024-02-28 20:59;15.86
ZIPAQUIRA - URBANO;2024-02-28 19:59;13.44
ZIPAQUIRA - URBANO;2024-02-28 18:59;13.02
ZIPAQUIRA - URBANO;2024-02-28 17:59;17.06
ZIPAQUIRA - URBANO;2024-02-28 16:59;14.03
ZIPAQUIRA - URBANO;2024-02-28 15:59;11.78
ZIPAQUIRA - URBANO;2024-02-28 13:59;9.12
ZIPAQUIRA - URBANO;2024-02-28 12:59;9.76
ZIPAQUIRA - URBANO;2024-02-28 11:59;8.41
ZIPAQUIRA - URBANO;2024-02-28 10:59;6.62
ZIPAQUIRA - URBANO;2024-02-28 09:59;7.3
ZIPAQUIRA - URBANO;2024-02-28 08:59;9.23
ZIPAQUIRA - URBANO;2024-02-28 07:59;9.76
ZIPAQUIRA - URBANO;2024-02-28 06:59;11.65
ZIPAQUIRA - URBANO;2024-02-28 05:59;15.39
ZIPAQUIRA - URBANO;2024-02-28 04:59;12.44
ZIPAQUIRA - URBANO;2024-02-28 03:59;16.5
ZIPAQUIRA - URBANO;2024-02-28 02:59;21.32
ZIPAQUIRA - URBANO;2024-02-28 01:59;21.0
ZIPAQUIRA - URBANO;2024-02-28 00:59;21.16
ZIPAQUIRA - URBANO;2024-02-27 23:59;18.99
ZIPAQUIRA - URBANO;2024-02-27 22:59;18.49
ZIPAQUIRA - URBANO;2024-02-27 21:59;19.8
ZIPAQUIRA - URBANO;2024-02-27 20:59;14.58
ZIPAQUIRA - URBANO;2024-02-27 19:59;13.25
ZIPAQUIRA - URBANO;2024-02-27 18:59;13.64
ZIPAQUIRA - URBANO;2024-02-27 17:59;15.46
ZIPAQUIRA - URBANO;2024-02-27 16:59;16.75
ZIPAQUIRA - URBANO;2024-02-27 15:59;12.05
ZIPAQUIRA - URBANO;2024-02-27 14:59;15.05
ZIPAQUIRA - URBANO;2024-02-27 13:59;11.72
ZIPAQUIRA - URBANO;2024-02-27 12:59;11.31
ZIPAQUIRA - URBANO;2024-02-27 11:59;12.1
ZIPAQUIRA - URBANO;2024-02-27 10:59;12.58
ZIPAQUIRA - URBANO;2024-02-27 09:59;14.17
ZIPAQUIRA - URBANO;2024-02-27 08:59;16.73
ZIPAQUIRA - URBANO;2024-02-27 07:59;18.14
ZIPAQUIRA - URBANO;2024-02-27 06:59;21.99
ZIPAQUIRA - URBANO;2024-02-27 05:59;17.05
ZIPAQUIRA - URBANO;2024-02-27 04:59;14.92
ZIPAQUIRA - URBANO;2024-02-27 03:59;15.64
ZIPAQUIRA - URBANO;2024-02-27 02:59;13.65
ZIPAQUIRA - URBANO;2024-02-27 01:59;14.62
ZIPAQUIRA - URBANO;2024-02-27 00:59;17.22
ZIPAQUIRA - URBANO;2024-02-26 23:59;17.94
ZIPAQUIRA - URBANO;2024-02-26 22:59;17.71
ZIPAQUIRA - URBANO;2024-02-26 21:59;16.35
ZIPAQUIRA - URBANO;2024-02-26 20:59;14.43
ZIPAQUIRA - URBANO;2024-02-26 19:59;13.36
ZIPAQUIRA - URBANO;2024-02-26 18:59;12.56
ZIPAQUIRA - URBANO;2024-02-26 17:59;10.18
ZIPAQUIRA - URBANO;2024-02-26 16:59;8.77
ZIPAQUIRA - URBANO;2024-02-26 15:59;9.03
ZIPAQUIRA - URBANO;2024-02-26 14:59;9.04
ZIPAQUIRA - URBANO;2024-02-26 13:59;9.52
ZIPAQUIRA - URBANO;2024-02-26 12:59;9.21
ZIPAQUIRA - URBANO;2024-02-26 11:59;9.45
ZIPAQUIRA - URBANO;2024-02-26 10:59;9.5
ZIPAQUIRA - URBANO;2024-02-26 09:59;12.14
ZIPAQUIRA - URBANO;2024-02-26 08:59;15.57
ZIPAQUIRA - URBANO;2024-02-26 07:59;24.68
ZIPAQUIRA - URBANO;2024-02-26 06:59;21.61
ZIPAQUIRA - URBANO;2024-02-26 05:59;21.22
ZIPAQUIRA - URBANO;2024-02-26 04:59;16.87
ZIPAQUIRA - URBANO;2024-02-26 03:59;16.09
ZIPAQUIRA - URBANO;2024-02-26 02:59;13.26
ZIPAQUIRA - URBANO;2024-02-26 01:59;12.19
ZIPAQUIRA - URBANO;2024-02-26 00:59;11.18
ZIPAQUIRA - URBANO;2024-02-25 23:59;12.77
ZIPAQUIRA - URBANO;2024-02-25 22:59;13.78
ZIPAQUIRA - URBANO;2024-02-25 21:59;14.47
ZIPAQUIRA - URBANO;2024-02-25 20:59;11.31
ZIPAQUIRA - URBANO;2024-02-25 19:59;11.49
ZIPAQUIRA - URBANO;2024-02-25 18:59;9.34
ZIPAQUIRA - URBANO;2024-02-25 17:59;9.97
ZIPAQUIRA - URBANO;2024-02-25 16:59;9.74
ZIPAQUIRA - URBANO;2024-02-25 15:59;9.37
ZIPAQUIRA - URBANO;2024-02-25 14:59;8.47
ZIPAQUIRA - URBANO;2024-02-25 13:59;7.87
ZIPAQUIRA - URBANO;2024-02-25 12:59;7.54
ZIPAQUIRA - URBANO;2024-02-25 11:59;6.66
ZIPAQUIRA - URBANO;2024-02-25 10:59;6.34
ZIPAQUIRA - URBANO;2024-02-25 09:59;10.02
ZIPAQUIRA - URBANO;2024-02-25 08:59;18.0
ZIPAQUIRA - URBANO;2024-02-25 07:59;27.37
ZIPAQUIRA - URBANO;2024-02-25 06:59;26.83
ZIPAQUIRA - URBANO;2024-02-25 05:59;21.89
ZIPAQUIRA - URBANO;2024-02-25 04:59;21.08
ZIPAQUIRA - URBANO;2024-02-25 03:59;23.47
ZIPAQUIRA - URBANO;2024-02-25 02:59;19.72
ZIPAQUIRA - URBANO;2024-02-25 01:59;13.68
ZIPAQUIRA - URBANO;2024-02-25 00:59;11.43
ZIPAQUIRA - URBANO;2024-02-24 23:59;12.02
ZIPAQUIRA - URBANO;2024-02-24 22:59;11.83
ZIPAQUIRA - URBANO;2024-02-24 21:59;12.7
ZIPAQUIRA - URBANO;2024-02-24 20:59;11.64
ZIPAQUIRA - URBANO;2024-02-24 19:59;14.35
ZIPAQUIRA - URBANO;2024-02-24 18:59;10.96
ZIPAQUIRA - URBANO;2024-02-24 17:59;9.98
ZIPAQUIRA - URBANO;2024-02-24 16:59;9.02
ZIPAQUIRA - URBANO;2024-02-24 15:59;10.36
ZIPAQUIRA - URBANO;2024-02-24 14:59;9.95
ZIPAQUIRA - URBANO;2024-02-24 13:59;8.84
ZIPAQUIRA - URBANO;2024-02-24 12:59;6.84
ZIPAQUIRA - URBANO;2024-02-24 11:59;8.7
ZIPAQUIRA - URBANO;2024-02-24 10:59;9.6
ZIPAQUIRA - URBANO;2024-02-24 09:59;10.69
ZIPAQUIRA - URBANO;2024-02-24 08:59;15.71
ZIPAQUIRA - URBANO;2024-02-24 07:59;19.72
ZIPAQUIRA - URBANO;2024-02-24 06:59;20.28
ZIPAQUIRA - URBANO;2024-02-24 05:59;16.59
ZIPAQUIRA - URBANO;2024-02-24 04:59;14.0
ZIPAQUIRA - URBANO;2024-02-24 03:59;13.07
ZIPAQUIRA - URBANO;2024-02-24 02:59;13.09
ZIPAQUIRA - URBANO;2024-02-24 01:59;13.97
ZIPAQUIRA - URBANO;2024-02-24 00:59;13.76
ZIPAQUIRA - URBANO;2024-02-23 23:59;14.2
ZIPAQUIRA - URBANO;2024-02-23 22:59;9.95
ZIPAQUIRA - URBANO;2024-02-23 21:59;10.16
ZIPAQUIRA - URBANO;2024-02-23 20:59;8.57
ZIPAQUIRA - URBANO;2024-02-23 19:59;9.77
ZIPAQUIRA - URBANO;2024-02-23 18:59;9.48
ZIPAQUIRA - URBANO;2024-02-23 17:59;7.27
ZIPAQUIRA - URBANO;2024-02-23 16:59;6.44
ZIPAQUIRA - URBANO;2024-02-23 15:59;5.7
ZIPAQUIRA - URBANO;2024-02-23 14:59;5.6
ZIPAQUIRA - URBANO;2024-02-23 13:59;5.71
ZIPAQUIRA - URBANO;2024-02-23 12:59;4.44
ZIPAQUIRA - URBANO;2024-02-23 11:59;3.88
ZIPAQUIRA - URBANO;2024-02-23 10:59;4.31
ZIPAQUIRA - URBANO;2024-02-23 09:59;6.58
ZIPAQUIRA - URBANO;2024-02-23 08:59;11.19
ZIPAQUIRA - URBANO;2024-02-23 07:59;18.18
ZIPAQUIRA - URBANO;2024-02-23 06:59;20.55
ZIPAQUIRA - URBANO;2024-02-23 05:59;10.55
ZIPAQUIRA - URBANO;2024-02-23 04:59;6.8
ZIPAQUIRA - URBANO;2024-02-23 03:59;4.62
ZIPAQUIRA - URBANO;2024-02-23 02:59;4.19
ZIPAQUIRA - URBANO;2024-02-23 01:59;4.03
ZIPAQUIRA - URBANO;2024-02-23 00:59;4.04
ZIPAQUIRA - URBANO;2024-02-22 23:59;4.02
ZIPAQUIRA - URBANO;2024-02-22 22:59;3.94
ZIPAQUIRA - URBANO;2024-02-22 21:59;3.69
ZIPAQUIRA - URBANO;2024-02-22 20:59;3.48
ZIPAQUIRA - URBANO;2024-02-22 19:59;4.38
ZIPAQUIRA - URBANO;2024-02-22 18:59;4.12
ZIPAQUIRA - URBANO;2024-02-22 17:59;2.2
ZIPAQUIRA - URBANO;2024-02-22 16:59;2.47
ZIPAQUIRA - URBANO;2024-02-22 15:59;2.27
ZIPAQUIRA - URBANO;2024-02-22 14:59;2.27
ZIPAQUIRA - URBANO;2024-02-22 13:59;1.78
ZIPAQUIRA - URBANO;2024-02-22 12:59;1.63
ZIPAQUIRA - URBANO;2024-02-22 11:59;1.47
ZIPAQUIRA - URBANO;2024-02-22 10:59;1.34
ZIPAQUIRA - URBANO;2024-02-22 09:59;7.61
ZIPAQUIRA - URBANO;2024-02-22 08:59;19.98
ZIPAQUIRA - URBANO;2024-02-22 07:59;26.2
ZIPAQUIRA - URBANO;2024-02-22 06:59;29.13
ZIPAQUIRA - URBANO;2024-02-22 05:59;25.36
ZIPAQUIRA - URBANO;2024-02-22 04:59;15.82
ZIPAQUIRA - URBANO;2024-02-22 03:59;11.41
ZIPAQUIRA - URBANO;2024-02-22 02:59;12.79
ZIPAQUIRA - URBANO;2024-02-22 01:59;14.61
ZIPAQUIRA - URBANO;2024-02-22 00:59;9.01
ZIPAQUIRA - URBANO;2024-02-21 23:59;8.6
ZIPAQUIRA - URBANO;2024-02-21 22:59;12.23
ZIPAQUIRA - URBANO;2024-02-21 21:59;7.93
ZIPAQUIRA - URBANO;2024-02-21 20:59;6.03
ZIPAQUIRA - URBANO;2024-02-21 19:59;6.74
ZIPAQUIRA - URBANO;2024-02-21 18:59;7.48
ZIPAQUIRA - URBANO;2024-02-21 17:59;6.2
ZIPAQUIRA - URBANO;2024-02-21 16:59;5.29
ZIPAQUIRA - URBANO;2024-02-21 15:59;5.14
ZIPAQUIRA - URBANO;2024-02-21 14:59;4.93
ZIPAQUIRA - URBANO;2024-02-21 13:59;5.16
ZIPAQUIRA - URBANO;2024-02-21 12:59;4.64
ZIPAQUIRA - URBANO;2024-02-21 11:59;4.53
ZIPAQUIRA - URBANO;2024-02-21 10:59;3.83
ZIPAQUIRA - URBANO;2024-02-21 09:59;9.98
ZIPAQUIRA - URBANO;2024-02-21 08:59;21.3
ZIPAQUIRA - URBANO;2024-02-21 07:59;22.37
ZIPAQUIRA - URBANO;2024-02-21 06:59;26.77
ZIPAQUIRA - URBANO;2024-02-21 05:59;22.88
ZIPAQUIRA - URBANO;2024-02-21 04:59;14.78
ZIPAQUIRA - URBANO;2024-02-21 03:59;7.86
ZIPAQUIRA - URBANO;2024-02-21 02:59;7.59
ZIPAQUIRA - URBANO;2024-02-21 01:59;7.18
ZIPAQUIRA - URBANO;2024-02-21 00:59;7.24
ZIPAQUIRA - URBANO;2024-02-20 23:59;7.0
ZIPAQUIRA - URBANO;2024-02-20 22:59;4.13
ZIPAQUIRA - URBANO;2024-02-20 21:59;4.52
ZIPAQUIRA - URBANO;2024-02-20 20:59;5.12
ZIPAQUIRA - URBANO;2024-02-20 19:59;4.68
ZIPAQUIRA - URBANO;2024-02-20 18:59;4.62
ZIPAQUIRA - URBANO;2024-02-20 17:59;4.46
ZIPAQUIRA - URBANO;2024-02-20 16:59;3.37
ZIPAQUIRA - URBANO;2024-02-20 15:59;4.06
ZIPAQUIRA - URBANO;2024-02-20 14:59;4.43
ZIPAQUIRA - URBANO;2024-02-20 13:59;5.85
ZIPAQUIRA - URBANO;2024-02-20 12:59;6.08
ZIPAQUIRA - URBANO;2024-02-20 11:59;6.68
ZIPAQUIRA - URBANO;2024-02-20 10:59;11.27
ZIPAQUIRA - URBANO;2024-02-20 09:59;14.19
ZIPAQUIRA - URBANO;2024-02-20 08:59;14.59
ZIPAQUIRA - URBANO;2024-02-20 07:59;22.59
ZIPAQUIRA - URBANO;2024-02-20 06:59;26.93
ZIPAQUIRA - URBANO;2024-02-20 05:59;18.34
ZIPAQUIRA - URBANO;2024-02-20 04:59;15.09
ZIPAQUIRA - URBANO;2024-02-20 03:59;10.42
ZIPAQUIRA - URBANO;2024-02-20 02:59;9.58
ZIPAQUIRA - URBANO;2024-02-20 01:59;8.52
ZIPAQUIRA - URBANO;2024-02-20 00:59;7.75
ZIPAQUIRA - URBANO;2024-02-19 23:59;9.2
ZIPAQUIRA - URBANO;2024-02-19 22:59;6.79
ZIPAQUIRA - URBANO;2024-02-19 21:59;6.18
ZIPAQUIRA - URBANO;2024-02-19 20:59;6.01
ZIPAQUIRA - URBANO;2024-02-19 19:59;6.95
ZIPAQUIRA - URBANO;2024-02-19 18:59;6.43
ZIPAQUIRA - URBANO;2024-02-19 17:59;6.18
ZIPAQUIRA - URBANO;2024-02-19 15:59;6.32
ZIPAQUIRA - URBANO;2024-02-19 14:59;5.99
ZIPAQUIRA - URBANO;2024-02-19 13:59;6.3
ZIPAQUIRA - URBANO;2024-02-19 12:59;6.44
ZIPAQUIRA - URBANO;2024-02-19 11:59;7.23
ZIPAQUIRA - URBANO;2024-02-19 10:59;8.39
ZIPAQUIRA - URBANO;2024-02-19 09:59;9.92
ZIPAQUIRA - URBANO;2024-02-19 08:59;17.12
ZIPAQUIRA - URBANO;2024-02-19 07:59;27.82
